,StockCode,Rev,Qty,AWP,ModeQty
89,17038,138.1,1501,0.09200532978014657,79
90,17084A,42.0,200,0.21,28
91,17084J,47.25,225,0.21,28
92,17084N,212.75,1025,0.2075609756097561,32
93,17084P,73.28999999999999,349,0.20999999999999996,26
94,17084R,760.32,4032,0.18857142857142858,149
95,17090A,107.45,109,0.9857798165137615,10
96,17090D,36.25,29,1.25,2
97,17091A,99.29,172,0.5772674418604652,6
98,17091J,876.3399999999992,2066,0.424172313649564,22
99,17096,443.7600000000001,2516,0.17637519872813995,193
100,17107D,436.05000000000024,171,2.5500000000000016,3
101,17109D,32.349999999999994,61,0.530327868852459,12
102,17129F,289.54999999999995,425,0.6812941176470587,21
103,17136A,33.75,404,0.08353960396039604,20
104,17164B,12.18,29,0.42,2
105,17165D,28.350000000000005,27,1.0500000000000003,3
106,17174,3.7800000000000002,9,0.42000000000000004,3
107,17191A,15.0,4,3.75,2
108,18007,383.76,5856,0.0655327868852459,325
109,18094C,153.1,134,1.1425373134328358,8
110,18097A,12.75,5,2.55,1
111,18097C,393.6000000000002,160,2.4600000000000013,5
112,18098C,540.5500000000001,193,2.800777202072539,5
113,20615,233.33999999999997,231,1.01012987012987,6
114,20616,122.78,134,0.9162686567164179,5
115,20617,137.73999999999995,66,2.086969696969696,2
116,20618,137.88,68,2.027647058823529,2
117,20619,206.23,142,1.4523239436619717,6
118,20622,240.17999999999995,163,1.473496932515337,4
119,20652,194.76,150,1.2984,4
120,20653,43.67,33,1.3233333333333335,5
121,20654,126.69,105,1.2065714285714286,4
122,20655,109.11,89,1.2259550561797752,2
123,20657,76.39,61,1.2522950819672132,2
124,20658,410.0,328,1.25,5
125,20659,140.81,95,1.4822105263157894,2
126,20661,35.07,9,3.8966666666666665,1
127,20662,40.970000000000006,11,3.724545454545455,2
128,20663,11.690000000000001,3,3.896666666666667,1
129,20664,17.700000000000003,6,2.9500000000000006,2
130,20665,998.200000000001,340,2.9358823529411793,4
131,20666,11.8,4,2.95,1
132,20667,2.95,1,2.95,1
133,20668,1408.5599999999995,12714,0.11078810759792351,67
134,20669,243.75,195,1.25,4
135,20670,29.28,8,3.66,1
136,20671,12.5,10,1.25,5
137,20674,1641.5600000000002,1367,1.200848573518654,8
138,20675,1390.21,1145,1.2141572052401748,9
139,20676,1897.7800000000002,1562,1.2149679897567223,9
140,20677,3636.3299999999995,3154,1.1529264426125554,14
141,20678,6.6,4,1.65,4
142,20679,5667.349999999997,1013,5.594619940769987,6
143,20681,256.75,79,3.25,3
144,20682,2118.25,661,3.2046142208774584,5
145,20684,253.5,78,3.25,2
146,20685,7849.950000000004,1047,7.497564469914044,3
147,20686,832.13,255,3.263254901960784,3
148,20694,135.0,36,3.75,3
149,20695,21.25,5,4.25,1
150,20696,120.0,32,3.75,3
151,20697,48.44999999999999,19,2.5499999999999994,1
152,20698,40.8,16,2.55,2
153,20699,73.94999999999999,29,2.55,2
154,20700,37.5,10,3.75,2
155,20701,22.5,6,3.75,2
156,20702,544.0,128,4.25,3
157,20704,390.45,131,2.980534351145038,5
158,20705,426.9,142,3.0063380281690137,4
159,20707,194.27,154,1.2614935064935067,4
160,20711,7648.969999999999,4176,1.8316499042145593,16
161,20712,6286.500000000001,3182,1.9756442489000632,10
162,20713,3976.5799999999977,2061,1.9294420184376504,10
163,20716,373.5,314,1.1894904458598725,8
164,20717,1318.25,1085,1.2149769585253456,7
165,20718,2764.0,2272,1.216549295774648,9
166,20719,3264.149999999998,4039,0.8081579598910617,13
167,20723,2843.3599999999997,3510,0.810074074074074,13
168,20724,9955.539999999999,12586,0.7910011123470522,16
169,20725,12429.399999999987,7648,1.6251830543933037,10
170,20726,7426.049999999993,4537,1.63677540224818,8
171,20727,9165.749999999984,5611,1.6335323471751886,8
172,20728,9191.099999999993,5678,1.6187213807678749,9
173,20731,92.5,74,1.25,9
174,20733,472.9,618,0.765210355987055,12
175,20735,121.30000000000003,158,0.767721518987342,5
176,20748,675.75,53,12.75,1
177,20749,6130.650000000003,843,7.272419928825626,3
178,20750,7448.099999999997,1022,7.28776908023483,4
179,20751,1982.1599999999994,972,2.0392592592592584,4
180,20752,417.9000000000001,199,2.1000000000000005,2
181,20754,2668.3799999999974,1355,1.9692841328413264,5
182,20755,248.20000000000002,292,0.8500000000000001,5
183,20756,53.54999999999998,63,0.8499999999999998,2
184,20757,140.17999999999998,164,0.8547560975609755,4
185,20758,136.85,161,0.85,3
186,20759,54.4,64,0.85,3
187,20760,58.64999999999998,69,0.8499999999999996,3
188,20761,419.92,110,3.8174545454545457,2
189,20762,382.46,101,3.7867326732673265,1
190,20763,189.96,71,2.6754929577464788,2
191,20764,491.13,128,3.836953125,2
192,20765,374.84,96,3.904583333333333,1
193,20766,422.08,113,3.735221238938053,2
194,20767,541.9700000000004,217,2.4975576036866376,3
195,20768,320.26000000000016,131,2.444732824427482,3
196,20769,173.11999999999998,66,2.6230303030303026,2
197,20770,259.2000000000001,108,2.400000000000001,3
198,20771,183.46,71,2.5839436619718312,2
199,20772,531.9100000000002,217,2.4511981566820285,4
200,20773,92.39999999999998,56,1.6499999999999997,2
201,20774,85.79999999999997,52,1.6499999999999995,2
202,20775,105.6,64,1.65,2
203,20777,156.75000000000003,95,1.6500000000000004,2
204,20778,24.749999999999996,15,1.6499999999999997,1
205,20780,198.34999999999994,37,5.3608108108108095,1
206,20781,156.03,31,5.033225806451613,1
207,20782,221.36,40,5.534000000000001,2
208,20785,523.3,14,37.378571428571426,2
209,20793,20.25,3,6.75,1
210,20794,62.7,26,2.411538461538462,4
211,20795,79.8,38,2.1,3
212,20796,100.64999999999999,61,1.65,7
213,20798,29.400000000000006,14,2.1000000000000005,7
214,20801,400.97999999999996,462,0.8679220779220779,12
215,20802,710.3699999999998,609,1.166453201970443,13
216,20803,185.52,466,0.39811158798283264,23
217,20816,15.6,8,1.95,4
218,20818,20.0,12,1.6666666666666667,6
219,20819,183.71,48,3.827291666666667,3
220,20820,24.75,5,4.95,2
221,20821,44.550000000000004,9,4.95,3
222,20823,129.56,164,0.79,20
223,20826,128.39999999999998,276,0.46521739130434775,34
224,20827,34.32,88,0.39,44
225,20828,2494.1999999999975,1012,2.4646245059288514,5
226,20829,2325.2299999999987,1145,2.030768558951964,6
227,20830,123.9,59,2.1,3
228,20831,272.34,169,1.6114792899408283,7
229,20832,526.19,1033,0.5093804453049371,17
230,20835,54.78000000000001,66,0.8300000000000001,9
231,20836,64.74000000000001,78,0.8300000000000001,9
232,20837,142.47000000000003,141,1.0104255319148938,9
233,20838,136.0,160,0.85,10
234,20839,411.8399999999999,452,0.9111504424778759,9
235,20840,149.60000000000002,176,0.8500000000000001,10
236,20845,120.64999999999998,19,6.349999999999999,1
237,20846,785.47,647,1.2140185471406493,10
238,20847,172.5,46,3.75,3
239,20848,61.95000000000002,21,2.9500000000000006,2
240,20851,53.550000000000004,9,5.95,1
241,20854,61.04999999999999,37,1.6499999999999997,3
242,20856,168.3,102,1.6500000000000001,5
243,20857,23.099999999999998,14,1.65,2
244,20861,4.2,2,2.1,1
245,20866,293.97,237,1.2403797468354432,8
246,20867,231.47,187,1.237807486631016,7
247,20868,159.26,381,0.418005249343832,12
248,20869,54.21000000000001,139,0.39000000000000007,7
249,20878,31.25,25,1.25,3
250,20886,374.4,192,1.95,4
251,20892,12.75,1,12.75,1
252,20893,493.5,223,2.213004484304933,10
253,20894,73.75000000000001,25,2.9500000000000006,2
254,20897,206.75,77,2.685064935064935,12
255,20898,38.350000000000016,13,2.950000000000001,6
256,20901,12.7,2,6.35,1
257,20902,190.35,33,5.768181818181818,5
258,20903,127.0,20,6.35,2
259,20906,8.850000000000001,3,2.9500000000000006,1
260,20910,50.8,8,6.35,2
261,20914,7602.699999999974,2690,2.8262825278810313,5
262,20931,753.1500000000002,249,3.024698795180724,6
263,20932,486.75000000000006,179,2.71927374301676,7
264,20933,71.05000000000001,23,3.0891304347826094,2
265,20934,234.35000000000005,43,5.450000000000001,2
266,20935,17.700000000000003,6,2.9500000000000006,1
267,20936,270.0300000000001,91,2.9673626373626383,3
268,20941,65.0,52,1.25,4
269,20956,909.88,725,1.255006896551724,11
270,20961,1243.11,979,1.2697752808988763,7
271,20963,1400.49,1102,1.2708620689655172,8
272,20964,5.1,2,2.55,2
273,20966,698.25,589,1.185483870967742,14
274,20967,963.75,257,3.75,3
275,20969,5754.240000000001,1587,3.6258601134215507,6
276,20970,3972.38,1078,3.684953617810761,4
277,20971,3717.05,3001,1.2386037987337555,9
278,20972,4738.0,3836,1.235140771637122,11
279,20973,1398.7999999999986,2152,0.6499999999999994,10
280,20974,3867.199999999995,6168,0.6269779507133584,20
281,20975,2141.7499999999977,3295,0.6499999999999994,15
282,20977,1201.25,961,1.25,9
283,20978,1141.25,913,1.25,7
284,20979,1870.0,1496,1.25,9
285,20980,26.25,21,1.25,2
286,20981,1128.8000000000015,1328,0.8500000000000012,8
287,20982,1706.5100000000018,2015,0.8469032258064525,8
288,20983,2242.0100000000016,2645,0.8476408317580346,10
289,20984,690.89,2253,0.30665335108743896,18
290,20985,683.3199999999999,607,1.1257331136738056,10
291,20986,546.76,462,1.1834632034632036,7
292,20992,1867.0499999999977,4365,0.42773195876288606,16
293,20996,648.6899999999996,3057,0.21219823356231587,16
294,20997,74.25,15,4.95,3
295,20998,348.2500000000001,119,2.9264705882352953,4
296,21000,195.5,46,4.25,2
297,21001,148.75000000000003,25,5.950000000000001,1
298,21002,55.25,13,4.25,2
299,21003,82.55,13,6.35,2
300,21011,26.099999999999998,18,1.45,9
301,21012,1127.0000000000005,564,1.9982269503546108,6
302,21014,455.57,1233,0.3694809407948094,17
303,21015,376.7499999999999,1247,0.3021251002405773,18
304,21018,18.7,22,0.85,4
305,21025,127.25,100,1.2725,6
306,21026,177.37,143,1.2403496503496503,5
307,21027,122.45,101,1.2123762376237623,5
308,21028,148.29000000000002,116,1.2783620689655175,5
309,21030,153.67,121,1.2699999999999998,5
310,21031,51.21,40,1.28025,3
311,21032,84.88,65,1.3058461538461539,4
312,21033,1932.9599999999998,921,2.0987622149837133,8
313,21034,1394.6000000000124,1468,0.9500000000000085,2
314,21035,2029.7500000000002,651,3.1178955453149007,5
315,21038,67.42,58,1.1624137931034484,3
316,21039,642.5999999999997,252,2.549999999999999,7
317,21040,29.7,22,1.3499999999999999,2
318,21041,1690.350000000004,573,2.950000000000007,3
319,21042,1100.7500000000007,185,5.950000000000004,2
320,21043,931.8499999999996,443,2.1034988713318277,7
321,21051,228.82999999999998,108,2.118796296296296,4
322,21054,608.6,68,8.950000000000001,2
323,21055,1314.4400000000014,140,9.388857142857153,1
324,21056,1622.2800000000004,172,9.431860465116282,2
325,21058,314.49999999999994,370,0.8499999999999999,8
326,21059,300.0499999999999,353,0.8499999999999998,7
327,21060,302.5999999999999,356,0.8499999999999998,6
328,21061,350.1999999999999,412,0.8499999999999996,7
329,21062,425.84999999999974,501,0.8499999999999994,8
330,21063,412.10999999999984,483,0.8532298136645959,5
331,21064,760.5000000000006,176,4.32102272727273,2
332,21065,839.05,487,1.722895277207392,11
333,21066,220.0,176,1.25,5
334,21067,172.5,138,1.25,4
335,21068,751.53,645,1.1651627906976745,8
336,21069,1305.9900000000002,1167,1.1191002570694089,22
337,21070,1059.7900000000002,1033,1.0259341723136497,13
338,21071,1019.62,843,1.2095136417556347,7
339,21078,1982.080000000001,2494,0.7947393744987975,12
340,21080,4502.439999999988,5548,0.8115428983417425,12
341,21084,459.2899999999999,2175,0.21116781609195398,20
342,21086,4009.490000000004,6589,0.6085126726362124,22
343,21087,62.120000000000005,126,0.4930158730158731,12
344,21088,343.1399999999999,1564,0.2193989769820971,20
345,21089,45.730000000000004,231,0.19796536796536798,9
346,21090,344.84000000000003,850,0.40569411764705887,13
347,21094,5496.529999999999,7351,0.7477254795265948,22
348,21095,80.74999999999999,95,0.8499999999999999,10
349,21096,479.24999999999994,1143,0.41929133858267714,16
350,21098,715.0,572,1.25,5
351,21100,70.95,43,1.6500000000000001,5
352,21106,530.95,193,2.751036269430052,5
353,21107,2218.8,840,2.6414285714285715,12
354,21108,2740.760000000001,2502,1.0954276578737014,18
355,21109,2131.3500000000004,837,2.5464157706093196,11
356,21110,2281.5499999999993,773,2.9515523932729617,9
357,21111,1291.5500000000002,789,1.6369455006337137,15
358,21112,2551.8300000000004,1245,2.04966265060241,27
359,21114,1027.45,825,1.2453939393939395,9
360,21115,2580.21,523,4.933479923518164,3
361,21116,2339.1900000000005,489,4.783619631901842,4
362,21117,149.25,115,1.2978260869565217,6
363,21121,3630.0,2904,1.25,14
364,21122,2777.5,2222,1.25,12
365,21123,661.25,529,1.25,8
366,21124,2441.25,1953,1.25,13
367,21125,453.75,363,1.25,7
368,21126,605.44,488,1.240655737704918,7
369,21128,284.15999999999997,47,6.04595744680851,2
370,21129,235.25,35,6.7214285714285715,3
371,21131,290.25,93,3.120967741935484,5
372,21132,142.75,35,4.078571428571428,2
373,21135,2853.280000000001,2416,1.1809933774834442,14
374,21136,5044.6500000000115,2985,1.690000000000004,11
375,21137,30244.590000000026,8865,3.4116852791878203,48
376,21143,350.99999999999994,180,1.9499999999999997,7
377,21145,152.5,122,1.25,15
378,21147,200.94,89,2.257752808988764,4
379,21154,3524.63,2975,1.1847495798319327,10
380,21155,3351.3,1388,2.4144812680115275,6
381,21156,2404.7999999999993,1264,1.9025316455696197,7
382,21157,102.89999999999996,49,2.099999999999999,3
383,21158,453.4799999999995,910,0.4983296703296698,8
384,21159,542.7499999999995,1109,0.4894048692515776,10
385,21161,189.95000000000005,131,1.4500000000000004,3
386,21162,696.3999999999996,1416,0.49180790960451953,10
387,21163,392.69999999999993,746,0.5264075067024128,8
388,21164,4832.919999999996,1708,2.8295784543325504,6
389,21165,2764.370000000003,1709,1.617536571094209,8
390,21166,20154.229999999992,10122,1.9911311993677132,16
391,21167,254.10000000000002,1210,0.21000000000000002,46
392,21169,2855.8900000000044,1741,1.6403733486502037,7
393,21171,566.8,424,1.3367924528301887,7
394,21172,1964.800000000004,1360,1.4447058823529442,6
395,21174,8372.699999999997,3926,2.1326286296484964,10
396,21175,22332.11000000004,9963,2.241504566897525,14
397,21179,1016.55,1773,0.5733502538071066,10
398,21181,8507.699999999986,4217,2.017476879298076,10
399,21187,525.3,330,1.5918181818181816,9
400,21188,838.5000000000002,294,2.8520408163265314,8
401,21189,272.25000000000006,165,1.6500000000000004,5
402,21190,172.7,118,1.4635593220338983,14
403,21191,788.0400000000001,394,2.0001015228426398,8
404,21192,1391.8500000000004,925,1.5047027027027031,21
405,21194,360.2000000000001,427,0.8435597189695553,9
406,21195,607.86,417,1.4576978417266186,17
407,21196,146.85,89,1.65,8
408,21197,193.34999999999997,123,1.5719512195121947,13
409,21198,556.86,558,0.9979569892473118,16
410,21199,467.40000000000003,468,0.9987179487179488,16
411,21200,1272.9000000000003,1010,1.2602970297029705,25
412,21201,2669.7,1174,2.274020442930153,15
413,21202,404.8500000000001,449,0.9016703786191539,21
414,21204,691.3499999999998,419,1.6499999999999995,8
415,21205,326.4000000000001,128,2.5500000000000007,4
416,21206,775.95,575,1.3494782608695652,13
417,21207,1533.8999999999996,982,1.562016293279022,11
418,21208,515.7,837,0.6161290322580646,13
419,21209,257.55,431,0.5975638051044084,13
420,21210,3202.750000000004,2275,1.4078021978021995,11
421,21211,1144.7999999999995,816,1.4029411764705877,12
422,21212,8239.279999999979,16808,0.4901999048072334,26
423,21213,6832.909999999991,14261,0.47913259939695607,27
424,21215,461.7999999999998,868,0.532027649769585,13
425,21216,8276.370000000003,1825,4.534997260273974,7
426,21217,3442.1000000000013,358,9.614804469273746,2
427,21218,2837.75,807,3.5164188351920695,6
428,21219,408.59,323,1.264984520123839,7
429,21220,312.06,239,1.3056903765690377,5
430,21221,262.14,201,1.3041791044776119,8
431,21222,257.18,198,1.298888888888889,5
432,21224,622.45,501,1.2424151696606787,9
433,21226,11.25,9,1.25,1
434,21228,6.25,5,1.25,2
435,21231,3288.4600000000005,2751,1.1953689567430028,12
436,21232,4975.6900000000005,4159,1.1963669151238279,12
437,21238,1216.8899999999987,1461,0.8329158110882948,9
438,21239,2033.5499999999975,2553,0.7965334900117499,12
439,21240,1239.3899999999994,1541,0.8042764438676181,11
440,21242,1924.4599999999996,1166,1.6504802744425382,9
441,21243,3315.53,2105,1.5750736342042757,14
442,21244,1417.4599999999996,866,1.636789838337182,10
443,21245,1623.0999999999997,1014,1.6006903353057196,9
444,21246,839.5500000000005,173,4.852890173410407,4
445,21248,213.14999999999995,147,1.4499999999999997,3
446,21249,1874.4000000000015,672,2.7892857142857164,8
447,21250,257.00000000000006,92,2.793478260869566,5
448,21251,486.7499999999999,165,2.9499999999999993,4
449,21253,192.54000000000002,66,2.9172727272727275,3
450,21257,3646.9900000000034,477,7.645681341719085,3
451,21258,1787.1,154,11.604545454545454,3
452,21259,2862.750000000001,525,5.452857142857145,4
453,21260,1816.0,592,3.0675675675675675,6
454,21261,520.6499999999999,167,3.117664670658682,6
455,21262,733.8500000000004,263,2.790304182509507,4
456,21263,206.70000000000002,106,1.9500000000000002,4
457,21264,483.59999999999974,248,1.9499999999999988,5
458,21265,249.60000000000005,128,1.9500000000000004,8
459,21268,0.84,2,0.42,2
460,21269,238.0,28,8.5,1
461,21270,178.5,14,12.75,1
462,21272,657.5699999999999,501,1.3125149700598802,7
463,21275,84.75,5,16.95,1
464,21277,307.29999999999995,14,21.949999999999996,1
465,21278,109.64999999999999,43,2.55,4
466,21279,158.10000000000005,62,2.5500000000000007,4
467,21280,165.75,65,2.55,5
468,21281,89.25,35,2.55,5
469,21284,202.3,238,0.8500000000000001,14
470,21285,195.81000000000006,182,1.0758791208791212,12
471,21286,279.37,255,1.0955686274509804,14
472,21287,755.1299999999994,1788,0.42233221476510036,33
473,21288,655.6,232,2.825862068965517,5
474,21289,210.0,168,1.25,14
475,21291,782.0000000000003,920,0.8500000000000004,23
476,21292,591.25,865,0.6835260115606936,33
477,21293,214.13,101,2.12009900990099,5
478,21294,722.8799999999999,1536,0.4706249999999999,25
479,21306,109.67999999999996,347,0.3160806916426512,14
480,21307,39.2,79,0.49620253164556966,6
481,21310,29.95,1,29.95,1
482,21311,157.94,451,0.35019955654102,9
483,21313,1087.5600000000004,1404,0.7746153846153849,16
484,21314,4052.400000000005,1984,2.0425403225806478,8
485,21316,156.59,149,1.0509395973154363,14
486,21317,511.2499999999999,95,5.3815789473684195,3
487,21318,355.59000000000003,663,0.5363348416289593,14
488,21319,127.86,146,0.8757534246575343,11
489,21320,294.9600000000001,179,1.6478212290502798,13
490,21324,203.5500000000001,69,2.9500000000000015,3
491,21326,6069.550000000008,10067,0.6029154663752864,34
492,21327,887.6999999999985,538,1.649999999999997,3
493,21328,1262.1999999999998,760,1.6607894736842104,3
494,21329,980.0499999999981,589,1.6639219015280104,3
495,21331,140.25,11,12.75,1
496,21332,143.3,14,10.235714285714286,1
497,21333,162.25000000000006,55,2.950000000000001,3
498,21336,23.60000000000001,8,2.950000000000001,2
499,21340,6219.999999999998,568,10.95070422535211,3
500,21344,109.44999999999999,11,9.95,1
501,21348,355.65000000000003,139,2.55863309352518,27
502,21349,54.0,8,6.75,1
503,21351,236.25,35,6.75,2
504,21352,739.7000000000003,198,3.7358585858585873,9
505,21354,888.45,753,1.1798804780876495,10
506,21355,961.65,777,1.2376447876447876,6
507,21356,363.15,304,1.1945723684210525,5
508,21357,23.75,19,1.25,1
509,21358,410.0,328,1.25,5
510,21359,751.7500000000001,125,6.014000000000001,4
511,21360,194.15000000000003,37,5.247297297297298,2
512,21361,446.25,35,12.75,1
513,21363,678.1500000000004,137,4.950000000000003,2
514,21364,101.25,15,6.75,1
515,21365,360.0,348,1.0344827586206897,7
516,21366,102.0,24,4.25,2
517,21367,159.51,163,0.9785889570552146,4
518,21368,129.15,161,0.8021739130434783,5
519,21369,142.5,98,1.4540816326530612,7
520,21370,88.2,15,5.88,1
521,21371,274.65,275,0.9987272727272727,8
522,21372,75.73,67,1.1302985074626866,2
523,21373,249.75,333,0.75,12
524,21374,400.0,294,1.3605442176870748,7
525,21375,109.80000000000001,24,4.575,2
526,21376,154.65,33,4.6863636363636365,2
527,21377,123.21000000000001,93,1.3248387096774195,4
528,21378,175.05000000000004,129,1.3569767441860467,5
529,21379,163.11,147,1.109591836734694,6
530,21380,5907.199999999994,2092,2.823709369024854,8
531,21381,2148.33,1353,1.5878270509977825,17
532,21382,1158.3500000000001,1037,1.1170202507232403,10
533,21383,500.49999999999994,770,0.6499999999999999,9
534,21385,2955.940000000002,3562,0.8298540145985407,16
535,21386,257.57,713,0.3612482468443198,13
536,21389,864.4500000000002,1017,0.8500000000000002,9
537,21390,4540.380000000001,3778,1.2017946003176287,20
538,21391,627.15,685,0.9155474452554744,12
539,21392,38.129999999999995,32,1.1915624999999999,4
540,21393,38.67,29,1.333448275862069,3
541,21394,823.2900000000001,1991,0.41350577599196386,28
542,21395,589.2899999999998,1511,0.3899999999999999,31
543,21397,445.26000000000005,1016,0.43824803149606306,23
544,21398,642.7500000000002,1499,0.42878585723815893,30
545,21399,491.10000000000014,1211,0.40553261767134613,34
546,21400,109.73999999999997,837,0.13111111111111107,17
547,21401,132.29999999999995,1010,0.13099009900990094,17
548,21402,155.39999999999992,1290,0.12046511627906971,21
549,21403,258.71999999999997,1718,0.15059371362048893,24
550,21407,960.75,232,4.141163793103448,2
551,21408,756.41,223,3.3919730941704036,3
552,21411,2365.96,716,3.304413407821229,3
553,21413,45.0,36,1.25,3
554,21414,2.1,1,2.1,1
555,21415,384.13000000000005,206,1.8647087378640779,6
556,21416,18.75,5,3.75,1
557,21417,418.78000000000003,288,1.4540972222222224,8
558,21418,115.24999999999999,59,1.9533898305084743,4
559,21420,87.12,48,1.8150000000000002,3
560,21421,345.14,298,1.1581879194630873,22
561,21422,1117.63,1447,0.7723773324118868,41
562,21424,177.00000000000009,60,2.9500000000000015,4
563,21425,188.05000000000004,67,2.8067164179104482,4
564,21426,119.69999999999999,57,2.0999999999999996,4
565,21427,86.1,41,2.0999999999999996,3
566,21428,970.0,232,4.181034482758621,2
567,21429,1421.1000000000004,762,1.8649606299212602,5
568,21430,2711.1,746,3.6341823056300266,4
569,21439,821.25,657,1.25,15
570,21441,223.29999999999998,376,0.5938829787234042,9
571,21442,232.01,389,0.596426735218509,10
572,21445,47.5,38,1.25,3
573,21446,500.0,400,1.25,4
574,21447,935.0,748,1.25,8
575,21448,539.5499999999998,327,1.6499999999999995,4
576,21452,1191.9000000000015,410,2.907073170731711,4
577,21454,270.3000000000001,318,0.8500000000000004,6
578,21455,219.29999999999995,258,0.8499999999999999,7
579,21456,200.0,160,1.25,8
580,21457,143.75,115,1.25,7
581,21458,197.5,158,1.25,8
582,21459,56.55,29,1.95,3
583,21460,50.7,26,1.9500000000000002,2
584,21461,11.7,6,1.95,3
585,21462,859.1999999999999,192,4.475,2
586,21463,1860.5499999999997,349,5.331088825214899,4
587,21464,409.25,97,4.219072164948454,2
588,21465,727.46,193,3.7692227979274615,3
589,21466,982.49,267,3.6797378277153556,2
590,21467,806.17,213,3.7848356807511734,2
591,21468,468.67,123,3.8103252032520327,2
592,21469,933.71,248,3.764959677419355,3
593,21470,626.25,167,3.75,2
594,21471,626.25,167,3.75,2
595,21472,446.25,119,3.75,3
596,21473,438.89999999999986,22,19.949999999999992,1
597,21476,463.4499999999999,31,14.949999999999996,1
598,21479,4776.07,1243,3.8423732904263876,5
599,21481,4626.460000000002,1434,3.226262203626222,6
