StockCode,Rev,Qty,AWP,MeanQty
16161U,1677.0,4050,0.4140740740740741,30
16162L,11.05,17,0.65,2
16162M,10.92,26,0.42,3
16168M,138.18,329,0.42000000000000004,16
16169E,1356.54,3287,0.4126985092789778,30
16169K,84.0,200,0.42,25
16169M,277.2,660,0.42,25
16169N,10.5,25,0.42,25
16169P,21.0,50,0.42,25
16202A,3.5,7,0.5,3
16202B,14.5,29,0.5,14
16202E,6.5,13,0.5,6
16206B,8.75,7,1.25,3
16207A,38.35000000000001,13,2.9500000000000006,2
16207B,11.310000000000002,4,2.8275000000000006,1
16216,227.14000000000013,3316,0.06849819059107362,80
16218,253.20000000000013,3760,0.06734042553191492,75
16219,247.98,2003,0.12380429355966051,69
16225,599.34,762,0.7865354330708662,9
16235,525.5400000000002,2664,0.19727477477477484,32
16236,266.56,1296,0.205679012345679,17
16237,679.8600000000004,3616,0.18801438053097355,30
16238,265.51,1261,0.21055511498810467,15
16244B,7.85,7,1.1214285714285714,3
16248B,16.25,13,1.25,1
16254,27.910000000000004,31,0.9003225806451615,3
16258A,156.11000000000004,444,0.3515990990990992,11
16259,209.35999999999996,2266,0.09239187996469549,119
17001,20.88,72,0.29,72
17003,5807.250000000001,22960,0.2529290069686412,108
17007B,50.40000000000001,24,2.1000000000000005,12
17011F,62.14999999999999,80,0.7768749999999999,13
17012A,244.90000000000003,270,0.9070370370370372,10
17012B,422.5500000000001,455,0.928681318681319,12
17012C,344.3500000000001,363,0.9486225895316807,8
17012D,366.35,387,0.946640826873385,8
17012E,52.05,59,0.8822033898305084,14
17012F,329.05000000000007,365,0.9015068493150686,8
17013D,257.88,532,0.48473684210526313,48
17014A,67.83,154,0.44045454545454543,22
17021,643.1400000000001,2427,0.26499381953028434,42
17028J,2.52,6,0.42,6
17038,138.1,1501,0.09200532978014657,79
17084A,42.0,200,0.21,28
17084J,47.25,225,0.21,28
17084N,212.75,1025,0.2075609756097561,32
17084P,73.28999999999999,349,0.20999999999999996,26
17084R,760.32,4032,0.18857142857142858,149
17090A,107.45,109,0.9857798165137615,10
17090D,36.25,29,1.25,2
17091A,99.29,172,0.5772674418604652,6
17091J,876.3399999999992,2066,0.424172313649564,22
17096,443.7600000000001,2516,0.17637519872813995,193
17107D,436.05000000000024,171,2.5500000000000016,3
17109D,32.349999999999994,61,0.530327868852459,12
17129F,289.54999999999995,425,0.6812941176470587,21
17136A,33.75,404,0.08353960396039604,20
17164B,12.18,29,0.42,2
17165D,28.350000000000005,27,1.0500000000000003,3
17174,3.7800000000000002,9,0.42000000000000004,3
17191A,15.0,4,3.75,2
18007,383.76,5856,0.0655327868852459,325
18094C,153.1,134,1.1425373134328358,8
18097A,12.75,5,2.55,1
18097C,393.6000000000002,160,2.4600000000000013,5
18098C,540.5500000000001,193,2.800777202072539,5
20615,233.34,231,1.0101298701298702,6
20616,122.78,134,0.9162686567164179,5
20617,137.73999999999998,66,2.0869696969696965,2
20618,137.88,68,2.027647058823529,2
20619,206.23,142,1.4523239436619717,6
20622,240.17999999999995,163,1.473496932515337,4
20652,194.76,150,1.2984,4
20653,43.67,33,1.3233333333333335,5
20654,126.69,105,1.2065714285714286,4
20655,109.11,89,1.2259550561797752,2
20657,76.39,61,1.2522950819672132,2
20658,410.0,328,1.25,5
20659,140.81,95,1.4822105263157894,2
20661,35.07,9,3.8966666666666665,1
20662,40.970000000000006,11,3.724545454545455,2
20663,11.690000000000001,3,3.896666666666667,1
20664,17.700000000000003,6,2.9500000000000006,2
20665,998.200000000001,340,2.9358823529411793,4
20666,11.8,4,2.95,1
20667,2.95,1,2.95,1
20668,1408.5599999999995,12714,0.11078810759792351,67
20669,243.75,195,1.25,4
20670,29.28,8,3.66,1
20671,12.5,10,1.25,5
20674,1641.5600000000002,1367,1.200848573518654,8
20675,1527.7400000000002,1265,1.2076996047430832,9
20676,2086.55,1732,1.2047055427251734,9
20677,3636.33,3154,1.1529264426125554,14
20678,6.6,4,1.65,4
20679,5775.569999999996,1029,5.612798833819238,6
20681,295.75,91,3.25,4
20682,2323.91,717,3.24115760111576,5
20684,253.5,78,3.25,2
20685,16018.380000000005,2598,6.16565819861432,7
20686,832.13,255,3.263254901960784,3
20694,135.0,36,3.75,3
20695,21.25,5,4.25,1
20696,120.0,32,3.75,3
20697,48.44999999999999,19,2.5499999999999994,1
20698,40.8,16,2.55,2
20699,73.94999999999999,29,2.55,2
20700,37.5,10,3.75,2
20701,22.5,6,3.75,2
20702,544.0,128,4.25,3
20704,390.45,131,2.980534351145038,5
20705,426.9,142,3.0063380281690137,4
20707,194.27,154,1.2614935064935067,4
20711,7648.969999999999,4176,1.8316499042145593,16
20712,9100.140000000003,4770,1.9077861635220132,15
20713,5599.579999999997,2961,1.89111111111111,13
20716,373.5,314,1.1894904458598725,8
20717,1663.43,1399,1.1890135811293783,9
20718,3328.56,2789,1.193460021513087,11
20719,5372.639999999998,6929,0.775384615384615,19
20723,3566.2599999999984,4440,0.8032117117117114,14
20724,9955.539999999997,12586,0.7910011123470521,16
20725,14789.749999999989,9191,1.609155695789358,11
20726,9521.459999999992,5954,1.5991703056768545,10
20727,10115.149999999983,6247,1.6192012165839575,9
20728,10207.979999999994,6358,1.6055331865366458,10
20731,92.5,74,1.25,9
20733,472.9,618,0.765210355987055,12
20735,121.30000000000003,158,0.767721518987342,5
20748,675.75,53,12.75,1
20749,6219.560000000004,852,7.299953051643198,3
20750,8835.599999999995,1240,7.125483870967738,4
20751,1982.1599999999994,972,2.0392592592592584,4
20752,531.3000000000003,253,2.100000000000001,3
20754,2668.3799999999974,1355,1.9692841328413264,5
20755,248.20000000000002,292,0.8500000000000001,5
20756,53.54999999999998,63,0.8499999999999998,2
20757,140.17999999999998,164,0.8547560975609755,4
20758,136.85,161,0.85,3
20759,54.4,64,0.85,3
20760,58.64999999999998,69,0.8499999999999996,3
20761,419.92,110,3.8174545454545457,2
20762,382.46,101,3.7867326732673265,1
20763,189.96,71,2.6754929577464788,2
20764,491.13,128,3.836953125,2
20765,374.84,96,3.904583333333333,1
20766,422.08,113,3.735221238938053,2
20767,541.9700000000005,217,2.497557603686638,3
20768,320.26000000000016,131,2.444732824427482,3
20769,173.11999999999998,66,2.6230303030303026,2
20770,259.2000000000001,108,2.400000000000001,3
20771,183.46,71,2.5839436619718312,2
20772,531.9100000000001,217,2.451198156682028,4
20773,92.39999999999998,56,1.6499999999999997,2
20774,85.79999999999997,52,1.6499999999999995,2
20775,105.6,64,1.65,2
20777,156.75000000000003,95,1.6500000000000004,2
20778,24.749999999999996,15,1.6499999999999997,1
20780,198.34999999999997,37,5.3608108108108095,1
20781,156.03,31,5.033225806451613,1
20782,221.36,40,5.534000000000001,2
20785,523.3,14,37.378571428571426,2
20793,20.25,3,6.75,1
20794,62.7,26,2.411538461538462,4
20795,79.8,38,2.1,3
20796,100.64999999999999,61,1.65,7
20798,29.400000000000006,14,2.1000000000000005,7
20801,412.97999999999996,478,0.8639748953974895,12
20802,710.3699999999999,609,1.1664532019704432,13
20803,185.52,466,0.39811158798283264,23
20816,15.6,8,1.95,4
20818,20.0,12,1.6666666666666667,6
20819,183.71,48,3.827291666666667,3
20820,24.75,5,4.95,2
20821,44.550000000000004,9,4.95,3
20823,129.56,164,0.79,20
20826,128.39999999999998,276,0.46521739130434775,34
20827,34.32,88,0.39,44
20828,2494.1999999999975,1012,2.4646245059288514,5
20829,2325.2299999999987,1145,2.030768558951964,6
20830,123.9,59,2.1,3
20831,272.34,169,1.6114792899408283,7
20832,526.1899999999999,1033,0.509380445304937,17
20835,54.78000000000001,66,0.8300000000000001,9
20836,64.74000000000001,78,0.8300000000000001,9
20837,142.47000000000003,141,1.0104255319148938,9
20838,139.29,161,0.8651552795031056,9
20839,411.83999999999986,452,0.9111504424778758,9
20840,156.18000000000004,178,0.8774157303370789,9
20845,120.64999999999998,19,6.349999999999999,1
20846,785.47,647,1.2140185471406493,10
20847,172.5,46,3.75,3
20848,61.95000000000002,21,2.9500000000000006,2
20851,53.550000000000004,9,5.95,1
20854,190.09999999999997,126,1.5087301587301585,9
20856,168.3,102,1.6500000000000001,5
20857,23.099999999999998,14,1.65,2
20861,4.2,2,2.1,1
20866,298.89000000000004,239,1.2505857740585775,8
20867,231.47,187,1.237807486631016,7
20868,159.26,381,0.418005249343832,12
20869,54.21000000000001,139,0.39000000000000007,7
20878,31.25,25,1.25,3
20886,374.4,192,1.95,4
20892,12.75,1,12.75,1
20893,493.5,223,2.213004484304933,10
20894,73.75000000000001,25,2.9500000000000006,2
20897,206.75,77,2.685064935064935,12
20898,38.350000000000016,13,2.950000000000001,6
20901,12.7,2,6.35,1
20902,190.35,33,5.768181818181818,5
20903,127.0,20,6.35,2
20906,8.850000000000001,3,2.9500000000000006,1
20910,50.8,8,6.35,2
20914,8463.079999999973,2980,2.839959731543615,5
20931,753.1500000000002,249,3.024698795180724,6
20932,486.75000000000006,179,2.71927374301676,7
20933,71.05000000000001,23,3.0891304347826094,2
20934,234.35000000000005,43,5.450000000000001,2
20935,17.700000000000003,6,2.9500000000000006,1
20936,270.03000000000014,91,2.9673626373626387,3
20941,67.5,54,1.25,3
20956,909.88,725,1.255006896551724,11
20961,1243.11,979,1.2697752808988763,7
20963,1400.49,1102,1.2708620689655172,8
20964,5.1,2,2.55,2
20966,698.25,589,1.185483870967742,14
20967,963.75,257,3.75,3
20969,5754.24,1587,3.62586011342155,6
20970,3972.38,1078,3.684953617810761,4
20971,4393.93,3583,1.226327100195367,10
20972,6416.96,5302,1.2102904564315353,13
20973,1675.7999999999988,2592,0.6465277777777774,12
20974,3867.199999999995,6168,0.6269779507133584,20
20975,2452.9499999999975,3855,0.6363035019455247,17
20977,1356.93,1105,1.2279909502262445,10
20978,1201.25,961,1.25,7
20979,2202.61,1801,1.2229927817878956,11
20980,26.25,21,1.25,2
20981,1160.2500000000018,1365,0.8500000000000013,8
20982,1706.5100000000018,2015,0.8469032258064525,8
20983,2242.0100000000016,2645,0.8476408317580346,10
20984,704.81,2301,0.30630595393307253,18
20985,738.2,648,1.1391975308641975,10
20986,546.76,462,1.1834632034632036,7
20992,1867.0499999999977,4365,0.42773195876288606,16
20996,648.6899999999996,3057,0.21219823356231587,16
20997,74.25,15,4.95,3
20998,348.2500000000001,119,2.9264705882352953,4
21000,195.5,46,4.25,2
21001,148.75000000000003,25,5.950000000000001,1
21002,55.25,13,4.25,2
21003,82.55,13,6.35,2
21011,26.099999999999998,18,1.45,9
21012,1127.0000000000005,564,1.9982269503546108,6
21014,455.57,1233,0.3694809407948094,17
21015,376.7499999999999,1247,0.3021251002405773,18
21018,18.7,22,0.85,4
21025,127.25,100,1.2725,6
21026,177.37,143,1.2403496503496503,5
21027,122.45,101,1.2123762376237623,5
21028,148.29000000000002,116,1.2783620689655175,5
21030,153.67,121,1.2699999999999998,5
21031,51.21,40,1.28025,3
21032,84.88,65,1.3058461538461539,4
21033,1932.96,921,2.0987622149837133,8
21034,1396.5000000000123,1470,0.9500000000000084,2
21035,2730.8100000000004,885,3.085661016949153,6
21038,67.42,58,1.1624137931034484,3
21039,694.7099999999997,261,2.6617241379310332,6
21040,29.7,22,1.3499999999999999,2
21041,1690.350000000004,573,2.950000000000007,3
21042,1136.4500000000007,191,5.950000000000004,2
21043,931.8499999999996,443,2.1034988713318277,7
21051,228.82999999999998,108,2.118796296296296,4
21054,608.6,68,8.950000000000001,2
21055,1314.4400000000014,140,9.388857142857153,1
21056,1622.2800000000004,172,9.431860465116282,2
21058,492.83999999999986,600,0.8213999999999998,11
21059,300.0499999999999,353,0.8499999999999998,7
21060,302.5999999999999,356,0.8499999999999998,6
21061,350.1999999999999,412,0.8499999999999996,7
21062,425.84999999999974,501,0.8499999999999994,8
21063,412.10999999999984,483,0.8532298136645959,5
21064,760.5000000000006,176,4.32102272727273,2
21065,839.05,487,1.722895277207392,11
21066,565.6,608,0.9302631578947369,18
21067,180.0,144,1.25,4
21068,1113.38,1090,1.0214495412844038,14
21069,1305.9900000000002,1167,1.1191002570694089,22
21070,1059.79,1033,1.0259341723136495,13
21071,1019.62,843,1.2095136417556347,7
21078,1982.0800000000013,2494,0.7947393744987976,12
21080,4977.629999999989,6205,0.8021966156325526,13
21084,459.2899999999999,2175,0.21116781609195398,20
21086,4009.4900000000043,6589,0.6085126726362126,22
21087,62.120000000000005,126,0.4930158730158731,12
21088,343.13999999999993,1564,0.21939897698209715,20
21089,45.730000000000004,231,0.19796536796536798,9
21090,378.87000000000006,891,0.4252188552188553,12
21094,5496.529999999999,7351,0.7477254795265948,22
21095,80.74999999999999,95,0.8499999999999999,10
21096,479.24999999999994,1143,0.41929133858267714,16
21098,980.23,686,1.4289067055393587,5
21100,70.95,43,1.6500000000000001,5
21106,530.95,193,2.751036269430052,5
21107,2218.8,840,2.6414285714285715,12
21108,2769.2000000000007,2538,1.091095350669819,18
21109,2131.3500000000004,837,2.5464157706093196,11
21110,2281.5499999999993,773,2.9515523932729617,9
21111,1291.5500000000002,789,1.6369455006337137,15
21112,2551.83,1245,2.0496626506024094,27
21114,1049.03,827,1.2684764207980652,9
21115,2580.21,523,4.933479923518164,3
21116,2339.1900000000005,489,4.783619631901842,4
21117,149.25,115,1.2978260869565217,6
21121,4672.09,3869,1.2075704316360818,18
21122,3762.05,3140,1.1981050955414014,16
21123,849.56,682,1.2456891495601172,10
21124,3363.34,2822,1.1918284904323175,18
21125,485.0,388,1.25,7
21126,605.44,488,1.240655737704918,7
21128,284.16,47,6.0459574468085115,2
21129,297.55,40,7.438750000000001,2
21131,290.25,93,3.120967741935484,5
21132,142.75,35,4.078571428571428,2
21135,2853.2800000000007,2416,1.180993377483444,14
21136,5443.110000000012,3239,1.6804908922506985,12
21137,30439.310000000027,8910,3.4163086419753115,46
21143,350.99999999999994,180,1.9499999999999997,7
21145,152.5,122,1.25,15
21147,200.94,89,2.257752808988764,4
21154,3524.63,2975,1.1847495798319327,10
21155,3429.2000000000007,1417,2.4200423429781233,6
21156,3196.5699999999983,1693,1.8881098641464846,9
21157,102.89999999999996,49,2.099999999999999,3
21158,462.8399999999995,934,0.4955460385438967,8
21159,542.7499999999995,1109,0.4894048692515776,10
21161,189.95000000000005,131,1.4500000000000004,3
21162,696.3999999999996,1416,0.49180790960451953,10
21163,392.69999999999993,746,0.5264075067024128,8
21164,4832.919999999996,1708,2.8295784543325504,6
21165,2957.0300000000047,1823,1.6220680197476713,8
21166,20154.229999999992,10122,1.9911311993677132,16
21167,254.10000000000002,1210,0.21000000000000002,46
21169,2987.710000000006,1819,1.6425013743815315,7
21171,566.8,424,1.3367924528301887,7
21172,2371.8700000000035,1631,1.4542427958307809,7
21174,8372.699999999995,3926,2.132628629648496,10
21175,22332.110000000048,9963,2.2415045668975258,14
21179,1016.55,1773,0.5733502538071066,10
21181,9395.099999999982,4715,1.9925980911982994,11
21187,525.3,330,1.5918181818181816,9
21188,838.5000000000002,294,2.8520408163265314,8
21189,272.25000000000006,165,1.6500000000000004,5
21190,172.7,118,1.4635593220338983,14
21191,788.0400000000001,394,2.0001015228426398,8
21192,1391.8500000000004,925,1.5047027027027031,21
21194,360.2000000000001,427,0.8435597189695553,9
21195,607.86,417,1.4576978417266186,17
21196,146.85,89,1.65,8
21197,193.34999999999997,123,1.5719512195121947,13
21198,556.86,558,0.9979569892473118,16
21199,480.6000000000001,476,1.0096638655462187,15
21200,1272.9000000000003,1010,1.2602970297029705,25
21201,2669.7,1174,2.274020442930153,15
21202,404.8500000000001,449,0.9016703786191539,21
21204,691.3499999999998,419,1.6499999999999995,8
21205,326.4000000000001,128,2.5500000000000007,4
21206,900.7500000000002,767,1.1743807040417213,17
21207,1533.8999999999996,982,1.562016293279022,11
21208,515.7,837,0.6161290322580646,13
21209,396.75,527,0.7528462998102466,15
21210,4119.420000000005,2949,1.3968870803662274,13
21211,1144.7999999999995,816,1.4029411764705877,12
21212,10596.229999999978,22243,0.47638493009036453,33
21213,6832.909999999991,14261,0.47913259939695607,27
21215,461.7999999999998,868,0.532027649769585,13
21216,8276.37,1825,4.534997260273973,7
21217,3756.4000000000015,392,9.582653061224493,2
21218,4125.7,1194,3.45536013400335,8
21219,408.59,323,1.264984520123839,7
21220,312.06,239,1.3056903765690377,5
21221,262.14,201,1.3041791044776119,8
21222,257.18,198,1.298888888888889,5
21224,622.45,501,1.2424151696606787,9
21226,11.25,9,1.25,1
21228,6.25,5,1.25,2
21231,3662.0800000000004,2956,1.2388633288227335,11
21232,5496.280000000001,4499,1.22166703711936,12
21238,1466.4699999999984,1795,0.8169749303621161,10
21239,2033.5499999999975,2553,0.7965334900117499,12
21240,1415.0299999999993,1777,0.7963027574563868,13
21242,2396.1399999999994,1486,1.6124764468371464,11
21243,3315.53,2105,1.5750736342042757,14
21244,1637.7799999999993,1010,1.6215643564356428,12
21245,1623.0999999999997,1014,1.6006903353057196,9
21246,839.5500000000005,173,4.852890173410407,4
21248,213.14999999999995,147,1.4499999999999997,3
21249,1874.4000000000015,672,2.7892857142857164,8
21250,257.00000000000006,92,2.793478260869566,5
21251,486.7499999999999,165,2.9499999999999993,4
21253,192.54000000000002,66,2.9172727272727275,3
21257,3646.9900000000034,477,7.645681341719085,3
21258,1986.78,162,12.264074074074074,3
21259,2946.6100000000015,538,5.476970260223051,4
21260,2128.75,703,3.0280938833570414,7
21261,520.6499999999999,167,3.117664670658682,6
21262,733.8500000000004,263,2.790304182509507,4
21263,206.70000000000002,106,1.9500000000000002,4
21264,483.59999999999974,248,1.9499999999999988,5
21265,249.60000000000005,128,1.9500000000000004,8
21268,0.84,2,0.42,2
21269,238.0,28,8.5,1
21270,178.5,14,12.75,1
21272,657.57,501,1.3125149700598804,7
21275,84.75,5,16.95,1
21277,307.29999999999995,14,21.949999999999996,1
21278,109.64999999999999,43,2.55,4
21279,158.10000000000005,62,2.5500000000000007,4
21280,165.75,65,2.55,5
21281,89.25,35,2.55,5
21284,208.88000000000002,240,0.8703333333333334,14
21285,224.72000000000006,189,1.1889947089947093,9
21286,279.37,255,1.0955686274509804,14
21287,755.1299999999994,1788,0.42233221476510036,33
21288,655.6,232,2.825862068965517,5
21289,210.0,168,1.25,14
21291,782.0000000000003,920,0.8500000000000004,23
21292,591.25,865,0.6835260115606936,33
21293,214.13,101,2.12009900990099,5
21294,722.8799999999999,1536,0.4706249999999999,25
21306,116.63999999999996,371,0.3143935309973045,14
21307,39.2,79,0.49620253164556966,6
21310,29.95,1,29.95,1
21311,157.94,451,0.35019955654102,9
21313,1101.8700000000003,1419,0.776511627906977,16
21314,4541.860000000007,2238,2.0294280607685464,8
21316,156.59,149,1.0509395973154363,14
21317,511.2499999999999,95,5.3815789473684195,3
21318,355.59000000000003,663,0.5363348416289593,14
21319,127.85999999999999,146,0.8757534246575341,11
21320,294.96000000000004,179,1.6478212290502796,13
21324,203.5500000000001,69,2.9500000000000015,3
21326,6069.550000000008,10067,0.6029154663752864,34
21327,887.6999999999985,538,1.649999999999997,3
21328,1262.1999999999998,760,1.6607894736842104,3
21329,980.0499999999981,589,1.6639219015280104,3
21331,140.25,11,12.75,1
21332,143.3,14,10.235714285714286,1
21333,162.25000000000006,55,2.950000000000001,3
21336,23.60000000000001,8,2.950000000000001,2
21340,6324.559999999998,577,10.961109185441938,3
21344,109.44999999999999,11,9.95,1
21348,355.65000000000003,139,2.55863309352518,27
21349,54.0,8,6.75,1
21351,331.45,51,6.499019607843137,2
21352,775.1000000000004,210,3.6909523809523828,9
21354,888.45,753,1.1798804780876495,10
21355,961.65,777,1.2376447876447876,6
21356,363.15,304,1.1945723684210525,5
21357,23.75,19,1.25,1
21358,410.0,328,1.25,5
21359,751.75,125,6.014,4
21360,194.15000000000003,37,5.247297297297298,2
21361,446.25,35,12.75,1
21363,678.1500000000004,137,4.950000000000003,2
21364,101.25,15,6.75,1
21365,360.0,348,1.0344827586206897,7
21366,102.0,24,4.25,2
21367,159.51,163,0.9785889570552146,4
21368,129.15,161,0.8021739130434783,5
21369,142.5,98,1.4540816326530612,7
21370,88.2,15,5.88,1
21371,274.65,275,0.9987272727272727,8
21372,75.73,67,1.1302985074626866,2
21373,249.75,333,0.75,12
21374,400.0,294,1.3605442176870748,7
21375,109.80000000000001,24,4.575,2
21376,154.65,33,4.6863636363636365,2
21377,123.21000000000001,93,1.3248387096774195,4
21378,175.05000000000004,129,1.3569767441860467,5
21379,163.11,147,1.109591836734694,6
21380,5907.199999999994,2092,2.823709369024854,8
21381,2148.33,1353,1.5878270509977825,17
21382,1158.3500000000001,1037,1.1170202507232403,10
21383,500.49999999999994,770,0.6499999999999999,9
21385,2955.9400000000023,3562,0.8298540145985408,16
21386,257.57,713,0.3612482468443198,13
21389,864.4500000000002,1017,0.8500000000000002,9
21390,4540.380000000001,3778,1.2017946003176287,20
21391,636.15,697,0.9126972740315639,12
21392,38.129999999999995,32,1.1915624999999999,4
21393,38.67,29,1.333448275862069,3
21394,824.9200000000001,1992,0.41411646586345385,27
21395,589.2899999999998,1511,0.3899999999999999,31
21397,445.26000000000005,1016,0.43824803149606306,23
21398,642.7500000000002,1499,0.42878585723815893,30
21399,491.10000000000014,1211,0.40553261767134613,34
21400,109.73999999999997,837,0.13111111111111107,17
21401,132.29999999999995,1010,0.13099009900990094,17
21402,155.39999999999992,1290,0.12046511627906971,21
21403,258.71999999999997,1718,0.15059371362048893,24
21407,960.75,232,4.141163793103448,2
21408,756.41,223,3.3919730941704036,3
21411,2365.96,716,3.304413407821229,3
21413,45.0,36,1.25,3
21414,2.1,1,2.1,1
21415,384.13000000000005,206,1.8647087378640779,6
21416,18.75,5,3.75,1
21417,418.78000000000003,288,1.4540972222222224,8
21418,115.24999999999999,59,1.9533898305084743,4
21420,87.12,48,1.8150000000000002,3
21421,345.14,298,1.1581879194630873,22
21422,1154.6100000000001,1485,0.7775151515151516,37
21424,238.2000000000001,84,2.8357142857142867,5
21425,188.05000000000004,67,2.8067164179104482,4
21426,164.1,81,2.0259259259259257,6
21427,86.1,41,2.0999999999999996,3
21428,1499.8,396,3.7873737373737373,4
21429,1829.1000000000004,1018,1.7967583497053048,7
21430,5051.58,1466,3.445825375170532,7
21439,837.5,670,1.25,14
21441,223.29999999999998,376,0.5938829787234042,9
21442,232.01,389,0.596426735218509,10
21445,78.75,63,1.25,5
21446,500.0,400,1.25,4
21447,935.0,748,1.25,8
21448,539.5499999999998,327,1.6499999999999995,4
21452,1436.7000000000014,506,2.8393280632411093,5
21454,270.3000000000001,318,0.8500000000000004,6
21455,219.29999999999995,258,0.8499999999999999,7
21456,200.0,160,1.25,8
21457,143.75,115,1.25,7
21458,197.5,158,1.25,8
21459,56.55,29,1.95,3
21460,50.7,26,1.9500000000000002,2
21461,11.7,6,1.95,3
21462,859.1999999999999,192,4.475,2
21463,1866.5,350,5.332857142857143,4
21464,413.5,98,4.219387755102041,2
21465,727.46,193,3.7692227979274615,3
21466,982.49,267,3.6797378277153556,2
21467,806.17,213,3.7848356807511734,2
21468,468.67,123,3.8103252032520327,2
21469,933.71,248,3.764959677419355,3
21470,693.63,182,3.811153846153846,2
21471,675.0,180,3.75,2
21472,446.25,119,3.75,3
21473,438.89999999999986,22,19.949999999999992,1
21476,463.4499999999999,31,14.949999999999996,1
21479,6926.17,1835,3.774479564032698,7
21481,6957.310000000001,2233,3.1156784594715634,8
21484,3171.4700000000003,833,3.8072869147659065,4
21485,7957.129999999992,1679,4.739207861822509,4
21486,30.0,8,3.75,2
21488,11.850000000000001,3,3.9500000000000006,1
21494,1622.23,1226,1.3231892332789559,9
21495,2345.5,5775,0.40614718614718615,34
21497,3430.0,8600,0.3988372093023256,37
21498,2913.74,7197,0.4048548006113658,33
21499,2054.0,5100,0.4027450980392157,33
21500,2593.0,6350,0.40834645669291336,29
21503,288.5,725,0.3979310344827586,30
21504,763.2000000000002,1884,0.40509554140127396,19
21506,1364.3999999999983,3408,0.4003521126760558,19
21507,884.0399999999998,2172,0.4070165745856353,17
21508,534.0700000000003,1301,0.4105073020753269,14
21509,1444.7499999999986,3581,0.4034487573303543,17
21518,106.98000000000002,265,0.4036981132075472,15
21519,910.5,2209,0.4121774558623812,16
21520,186.78000000000003,455,0.41050549450549456,13
21523,12944.350000000002,2243,5.770998662505574,9
21524,6952.520000000003,959,7.2497601668404625,3
21527,2099.0000000000005,280,7.496428571428573,3
21528,715.8500000000001,103,6.950000000000001,1
21530,406.1300000000002,443,0.9167720090293459,8
21531,2289.1499999999987,987,2.319300911854102,7
21533,3279.5999999999976,688,4.766860465116276,3
21534,857.8500000000009,175,4.9020000000000055,2
21535,3942.449999999999,1671,2.3593357271095146,7
21537,548.25,129,4.25,3
21538,18.75,5,3.75,2
21539,2152.1500000000005,455,4.730000000000001,4
21544,1522.4000000000015,1872,0.813247863247864,16
21547,212.4000000000001,72,2.950000000000001,4
21555,140.25,55,2.55,4
21556,1856.8500000000004,803,2.3123910336239106,16
21557,854.04,300,2.8468,5
21558,4614.600000000007,1942,2.376210092687954,6
21559,8699.390000000025,3702,2.3499162614802875,8
21561,2863.6799999999967,1225,2.3376979591836706,7
21562,368.35,319,1.1547021943573668,12
21563,2591.020000000002,1358,1.9079675994108998,10
21564,1678.4700000000014,1013,1.6569299111549867,9
21576,403.67,177,2.2806214689265536,3
21577,796.5,354,2.25,4
21578,1314.0,584,2.25,6
21579,234.0,104,2.25,5
21580,202.5,90,2.25,3
21581,344.25,153,2.25,3
21584,1753.250000000002,1065,1.646244131455401,6
21586,784.1999999999997,316,2.481645569620252,6
21587,480.75000000000006,197,2.440355329949239,6
21588,3447.5999999999967,1496,2.3045454545454525,10
21591,825.0,660,1.25,5
21592,2150.71,2151,0.9998651789865179,9
