B2B,StockCode,Rev,Qty,AWP,ModeQty,MeanQty
0.0,21218,22.5,6,3.75,6,6
0.0,21226,6.25,5,1.25,5,5
0.0,21231,28.75,23,1.25,5,5
0.0,21232,40.0,32,1.25,16,16
0.0,21240,0.85,1,0.85,1,1
0.0,21248,1.45,1,1.45,1,1
0.0,21249,8.850000000000003,3,2.950000000000001,3,3
0.0,21251,5.9,2,2.95,2,2
0.0,21257,55.65,7,7.95,1,1
0.0,21258,12.75,1,12.75,1,1
0.0,21259,17.85,3,5.95,1,1
0.0,21289,20.0,16,1.25,16,16
0.0,21291,13.6,16,0.85,16,16
0.0,21294,10.0,8,1.25,8,8
0.0,21311,2.1,1,2.1,1,1
0.0,21313,4.25,5,0.85,5,5
0.0,21326,0.65,1,0.65,1,1
0.0,21327,4.949999999999998,3,1.6499999999999995,3,3
0.0,21328,1.65,1,1.65,1,1
0.0,21329,3.3,2,1.65,2,2
0.0,21333,5.9,2,2.95,2,2
0.0,21340,140.25,11,12.75,1,1
0.0,21352,13.5,2,6.75,2,2
0.0,21359,55.45,11,5.040909090909091,5,5
0.0,21361,89.25,7,12.75,7,7
0.0,21363,9.9,2,4.95,1,1
0.0,21365,0.75,1,0.75,1,1
0.0,21366,17.0,4,4.25,2,2
0.0,21371,0.75,1,0.75,1,1
0.0,21372,0.75,1,0.75,1,1
0.0,21374,1.25,1,1.25,1,1
0.0,21377,4.949999999999998,3,1.6499999999999995,3,3
0.0,21378,4.949999999999998,3,1.6499999999999995,3,3
0.0,21379,5.0,4,1.25,4,4
0.0,21380,41.30000000000001,14,2.9500000000000006,7,7
0.0,21381,15.21,9,1.6900000000000002,4,4
0.0,21382,11.95,13,0.9192307692307692,6,6
0.0,21389,1.7,2,0.85,2,2
0.0,21391,12.6,6,2.1,6,6
0.0,21394,0.39,1,0.39,1,1
0.0,21395,1.17,3,0.38999999999999996,1,1
0.0,21397,1.25,1,1.25,1,1
0.0,21407,17.0,4,4.25,2,2
0.0,21411,29.75,7,4.25,2,2
0.0,21429,1.95,1,1.95,1,1
0.0,21441,6.8,8,0.85,4,4
0.0,21442,5.1,6,0.85,6,6
0.0,21452,5.9,2,2.95,2,2
0.0,21462,6.75,1,6.75,1,1
0.0,21463,11.9,2,5.95,2,2
0.0,21465,7.5,2,3.75,2,2
0.0,21466,7.5,2,3.75,2,2
0.0,21467,18.75,5,3.75,5,5
0.0,21468,7.5,2,3.75,2,2
0.0,21470,15.0,4,3.75,2,2
0.0,21471,3.75,1,3.75,1,1
0.0,21472,3.75,1,3.75,1,1
0.0,21476,29.9,2,14.95,2,2
0.0,21479,37.25,9,4.138888888888889,3,3
0.0,21481,35.9,10,3.59,3,3
0.0,21484,3.45,1,3.45,1,1
0.0,21485,39.60000000000001,8,4.950000000000001,2,2
0.0,21523,39.75,5,7.95,1,1
0.0,21524,31.8,4,7.95,1,1
0.0,21528,6.95,1,6.95,1,1
0.0,21530,3.95,5,0.79,5,5
0.0,21531,15.3,6,2.5500000000000003,6,6
0.0,21533,4.95,1,4.95,1,1
0.0,21535,7.6499999999999995,3,2.55,1,1
0.0,21544,3.4,4,0.85,4,4
0.0,21547,17.700000000000006,6,2.950000000000001,6,6
0.0,21559,2.55,1,2.55,1,1
0.0,21563,5.9,2,2.95,1,1
0.0,21564,2.95,1,2.95,1,1
0.0,21578,13.5,6,2.25,6,6
0.0,21592,1.25,1,1.25,1,1
0.0,21609,17.700000000000006,6,2.950000000000001,6,6
0.0,21621,76.5,9,8.5,1,1
0.0,21623,39.8,4,9.95,1,1
0.0,21624,17.85,3,5.95,3,3
0.0,21626,70.2,36,1.9500000000000002,36,36
0.0,21629,47.7,6,7.95,6,6
0.0,21631,38.25,3,12.75,3,3
0.0,21633,12.75,1,12.75,1,1
0.0,21658,39.5,10,3.95,3,3
0.0,21662,17.85,3,5.95,3,3
0.0,21668,2.5,2,1.25,2,2
0.0,21669,3.75,3,1.25,1,1
0.0,21670,42.5,34,1.25,11,11
0.0,21671,26.45,21,1.2595238095238095,7,7
0.0,21672,4.35,3,1.45,1,1
0.0,21673,17.4,12,1.45,12,12
0.0,21703,5.04,12,0.42,12,12
0.0,21706,4.95,1,4.95,1,1
0.0,21707,14.850000000000001,3,4.95,1,1
0.0,21710,4.95,1,4.95,1,1
0.0,21713,25.200000000000003,12,2.1,6,6
0.0,21715,5.1,2,2.55,1,1
0.0,21716,2.55,1,2.55,1,1
0.0,21718,2.5,2,1.25,1,1
0.0,21730,74.25,15,4.95,7,7
0.0,21731,8.249999999999998,5,1.6499999999999997,2,2
0.0,21733,17.700000000000003,6,2.9500000000000006,3,3
0.0,21735,25.5,2,12.75,2,2
0.0,21742,5.95,1,5.95,1,1
0.0,21743,29.500000000000007,10,2.9500000000000006,5,5
0.0,21745,7.5,2,3.75,1,1
0.0,21746,1.25,1,1.25,1,1
0.0,21749,6.300000000000001,3,2.1,1,1
0.0,21754,24.1,4,6.025,2,2
0.0,21755,12.2,2,6.1,1,1
0.0,21758,6.45,1,6.45,1,1
0.0,21763,20.0,1,20.0,1,1
0.0,21770,39.6,8,4.95,1,1
0.0,21773,2.5,2,1.25,2,2
0.0,21784,19.9,2,9.95,2,2
0.0,21790,3.4,4,0.85,4,4
0.0,21792,23.700000000000006,6,3.950000000000001,6,6
0.0,21793,75.05000000000001,19,3.9500000000000006,4,4
0.0,21804,18.75,5,3.75,5,5
0.0,21826,3.75,3,1.25,3,3
0.0,21828,1.25,1,1.25,1,1
0.0,21843,43.8,4,10.95,1,1
0.0,21844,17.700000000000006,6,2.950000000000001,6,6
0.0,21846,14.85,3,4.95,3,3
0.0,21847,14.85,3,4.95,3,3
0.0,21851,14.85,3,4.95,3,3
0.0,21868,8.75,7,1.25,3,3
0.0,21875,7.5,6,1.25,6,6
0.0,21877,15.0,12,1.25,12,12
0.0,21888,33.75,9,3.75,3,3
0.0,21889,2.5,2,1.25,2,2
0.0,21890,9.75,3,3.25,3,3
0.0,21891,4.35,3,1.45,3,3
0.0,21896,4.2,2,2.1,2,2
0.0,21899,1.3,2,0.65,2,2
0.0,21900,0.65,1,0.65,1,1
0.0,21901,1.9500000000000002,3,0.65,1,1
0.0,21902,1.9500000000000002,3,0.65,1,1
0.0,21903,2.1,1,2.1,1,1
0.0,21904,2.1,1,2.1,1,1
0.0,21905,8.4,4,2.1,1,1
0.0,21907,6.300000000000001,3,2.1,1,1
0.0,21912,22.5,6,3.75,3,3
0.0,21916,0.84,2,0.42,2,2
0.0,21918,0.84,2,0.42,2,2
0.0,21922,23.85,3,7.95,3,3
0.0,21928,29.12,14,2.08,4,4
0.0,21929,8.19,4,2.0475,2,2
0.0,21931,4.03,2,2.015,1,1
0.0,21932,3.3,2,1.65,1,1
0.0,21933,8.25,5,1.65,5,5
0.0,21936,14.75,5,2.95,5,5
0.0,21937,11.800000000000004,4,2.950000000000001,2,2
0.0,21955,23.85,3,7.95,3,3
0.0,21974,4.35,3,1.45,1,1
0.0,21976,1.1,2,0.55,2,2
0.0,21977,1.1,2,0.55,2,2
0.0,21990,3.75,3,1.25,3,3
0.0,21992,5.0,4,1.25,2,2
0.0,21993,2.5,2,1.25,2,2
0.0,22041,15.3,6,2.5500000000000003,6,6
0.0,22060,27.650000000000002,7,3.95,3,3
0.0,22064,16.5,10,1.65,10,10
0.0,22065,9.479999999999999,8,1.1849999999999998,4,4
0.0,22067,3.3,2,1.65,2,2
0.0,22070,15.0,4,3.75,2,2
0.0,22071,11.25,3,3.75,3,3
0.0,22072,18.75,5,3.75,5,5
0.0,22075,0.39,1,0.39,1,1
0.0,22077,93.6,48,1.95,12,12
0.0,22078,10.5,5,2.1,5,5
0.0,22081,16.5,10,1.65,10,10
0.0,22082,24.75,15,1.65,7,7
0.0,22083,2.95,1,2.95,1,1
0.0,22084,47.2,16,2.95,3,3
0.0,22086,126.85000000000001,43,2.95,14,14
0.0,22087,5.9,2,2.95,2,2
0.0,22088,11.8,4,2.95,4,4
0.0,22089,2.95,1,2.95,1,1
0.0,22090,32.45,11,2.95,2,2
0.0,22092,1.95,5,0.39,5,5
0.0,22095,0.39,1,0.39,1,1
0.0,22096,3.12,8,0.39,4,4
0.0,22098,0.39,1,0.39,1,1
0.0,22106,64.65,11,5.877272727272728,5,5
0.0,22109,7.5,2,3.75,2,2
0.0,22110,30.6,12,2.5500000000000003,4,4
0.0,22111,113.85000000000001,23,4.95,3,3
0.0,22112,332.7,74,4.495945945945945,10,10
0.0,22113,105.5,26,4.0576923076923075,4,4
0.0,22114,15.8,4,3.95,4,4
0.0,22115,11.800000000000004,4,2.950000000000001,2,2
0.0,22117,5.9,2,2.95,2,2
0.0,22120,9.95,1,9.95,1,1
0.0,22127,15.0,12,1.25,12,12
0.0,22129,40.8,48,0.85,48,48
0.0,22130,10.2,12,0.85,12,12
0.0,22138,89.10000000000001,18,4.95,2,2
0.0,22139,84.15000000000002,17,4.950000000000001,2,2
0.0,22147,8.7,6,1.45,2,2
0.0,22149,25.200000000000003,12,2.1,3,3
0.0,22150,7.8,4,1.95,2,2
0.0,22158,23.6,8,2.95,8,8
0.0,22164,17.700000000000006,6,2.950000000000001,6,6
0.0,22167,9.95,1,9.95,1,1
0.0,22168,59.5,7,8.5,1,1
0.0,22169,17.0,2,8.5,1,1
0.0,22170,94.5,14,6.75,3,3
0.0,22171,328.30000000000024,45,7.295555555555561,11,11
0.0,22173,3.29,1,3.29,1,1
0.0,22174,13.2,8,1.65,4,4
0.0,22175,5.9,2,2.95,1,1
0.0,22176,2.95,1,2.95,1,1
0.0,22178,42.15,27,1.5611111111111111,6,6
0.0,22179,6.75,1,6.75,1,1
0.0,22180,139.3,14,9.950000000000001,3,3
0.0,22185,3.3,2,1.65,2,2
0.0,22187,17.0,4,4.25,4,4
0.0,22188,19.75,5,3.95,2,2
0.0,22189,63.2,16,3.95,4,4
0.0,22191,17.0,2,8.5,2,2
0.0,22192,17.0,2,8.5,2,2
0.0,22193,25.5,3,8.5,1,1
0.0,22195,1.65,1,1.65,1,1
0.0,22196,0.85,1,0.85,1,1
0.0,22197,10.2,12,0.85,12,12
0.0,22199,17.0,4,4.25,4,4
0.0,22200,8.5,2,4.25,1,1
0.0,22203,15.0,4,3.75,4,4
0.0,22207,12.75,3,4.25,1,1
0.0,22212,2.1,1,2.1,1,1
0.0,22219,3.4,4,0.85,2,2
0.0,22221,29.849999999999998,3,9.95,1,1
0.0,22222,104.85,43,2.4383720930232555,7,7
0.0,22223,9.9,2,4.95,2,2
0.0,22224,50.150000000000006,17,2.95,8,8
0.0,22230,0.85,1,0.85,1,1
0.0,22231,1.45,1,1.45,1,1
0.0,22236,25.5,2,12.75,2,2
0.0,22241,2.5,2,1.25,2,2
0.0,22245,10.2,12,0.85,12,12
0.0,22250,13.6,16,0.85,16,16
0.0,22270,3.75,1,3.75,1,1
0.0,22271,20.650000000000006,7,2.9500000000000006,3,3
0.0,22272,2.95,1,2.95,1,1
0.0,22273,41.30000000000001,14,2.9500000000000006,3,3
0.0,22274,44.250000000000014,15,2.950000000000001,3,3
0.0,22283,15.9,2,7.95,2,2
0.0,22285,44.55,27,1.65,13,13
0.0,22291,1.45,1,1.45,1,1
0.0,22292,34.8,24,1.45,24,24
0.0,22293,2.9,2,1.45,2,2
0.0,22295,6.6,4,1.65,1,1
0.0,22296,66.0,40,1.65,8,8
0.0,22302,15.3,6,2.5500000000000003,6,6
0.0,22303,15.3,6,2.5500000000000003,6,6
0.0,22307,6.36,6,1.06,6,6
0.0,22309,2.55,1,2.55,1,1
0.0,22326,20.650000000000006,7,2.9500000000000006,3,3
0.0,22328,2.95,1,2.95,1,1
0.0,22329,3.3,2,1.65,2,2
0.0,22341,19.8,12,1.6500000000000001,12,12
0.0,22348,20.4,24,0.85,12,12
0.0,22349,26.25,7,3.75,3,3
0.0,22352,12.75,5,2.55,5,5
0.0,22354,15.0,4,3.75,4,4
0.0,22355,17.0,20,0.85,10,10
0.0,22357,25.5,6,4.25,6,6
0.0,22358,35.40000000000001,12,2.950000000000001,6,6
0.0,22360,94.35000000000001,37,2.5500000000000003,18,18
0.0,22365,15.9,2,7.95,2,2
0.0,22366,7.95,1,7.95,1,1
0.0,22371,25.5,6,4.25,2,2
0.0,22372,17.0,4,4.25,4,4
0.0,22374,17.0,4,4.25,4,4
0.0,22375,4.25,1,4.25,1,1
0.0,22381,10.5,5,2.1,5,5
0.0,22382,11.55,7,1.6500000000000001,3,3
0.0,22384,4.949999999999998,3,1.6499999999999995,3,3
0.0,22386,83.85000000000001,41,2.0451219512195125,13,13
0.0,22396,0.39,1,0.39,1,1
0.0,22398,0.39,1,0.39,1,1
0.0,22399,7.5,6,1.25,6,6
0.0,22411,10.27,5,2.054,1,1
0.0,22412,2.1,1,2.1,1,1
0.0,22413,8.850000000000001,3,2.9500000000000006,1,1
0.0,22414,15.9,2,7.95,2,2
0.0,22423,1453.05,123,11.81341463414634,4,4
0.0,22424,25.5,2,12.75,1,1
0.0,22425,19.8,4,4.95,2,2
0.0,22426,15.0,4,3.75,4,4
0.0,22427,249.8,44,5.677272727272728,5,5
0.0,22429,46.75,11,4.25,2,2
0.0,22430,29.7,6,4.95,2,2
0.0,22431,1.95,1,1.95,1,1
0.0,22432,3.9,2,1.95,1,1
0.0,22433,1.95,1,1.95,1,1
0.0,22439,0.65,1,0.65,1,1
0.0,22440,4.2,10,0.42000000000000004,10,10
0.0,22453,11.8,4,2.95,4,4
0.0,22454,11.8,4,2.95,4,4
0.0,22456,138.7,30,4.623333333333333,3,3
0.0,22457,106.20000000000003,36,2.950000000000001,4,4
0.0,22458,2.55,1,2.55,1,1
0.0,22464,4.949999999999998,3,1.6499999999999995,3,3
0.0,22466,3.9,2,1.95,2,2
0.0,22467,15.3,6,2.5500000000000003,6,6
0.0,22469,66.0,40,1.65,8,8
0.0,22470,61.95000000000002,21,2.9500000000000006,7,7
0.0,22473,9.9,2,4.95,1,1
0.0,22474,4.95,1,4.95,1,1
0.0,22476,29.700000000000006,6,4.950000000000001,6,6
0.0,22477,1.25,1,1.25,1,1
0.0,22482,3.75,3,1.25,3,3
0.0,22483,2.95,1,2.95,1,1
0.0,22485,76.5,6,12.75,1,1
0.0,22487,211.45,23,9.193478260869565,1,1
0.0,22488,21.45,13,1.65,4,4
0.0,22489,0.84,2,0.42,1,1
0.0,22491,2.55,3,0.85,1,1
0.0,22493,28.05,17,1.6500000000000001,5,5
0.0,22495,20.650000000000006,7,2.9500000000000006,3,3
0.0,22497,21.25,5,4.25,2,2
0.0,22499,136.85,23,5.95,4,4
0.0,22501,288.55,29,9.950000000000001,4,4
0.0,22502,198.20000000000002,36,5.505555555555556,6,6
0.0,22504,29.95,1,29.95,1,1
0.0,22505,9.9,2,4.95,1,1
0.0,22507,34.65,7,4.95,1,1
0.0,22508,18.75,5,3.75,2,2
0.0,22509,33.9,2,16.95,1,1
0.0,22511,0.79,1,0.79,1,1
0.0,22514,2.1,1,2.1,1,1
0.0,22515,4.2,2,2.1,1,1
0.0,22517,6.300000000000001,3,2.1,1,1
0.0,22521,0.85,1,0.85,1,1
0.0,22522,1.7,2,0.85,1,1
0.0,22523,0.85,1,0.85,1,1
0.0,22526,25.5,2,12.75,1,1
0.0,22529,0.42,1,0.42,1,1
0.0,22531,0.42,1,0.42,1,1
0.0,22535,0.42,1,0.42,1,1
0.0,22536,0.42,1,0.42,1,1
0.0,22550,15.0,4,3.75,4,4
0.0,22553,4.949999999999999,3,1.6499999999999997,1,1
0.0,22554,8.25,5,1.65,2,2
0.0,22556,1.65,1,1.65,1,1
0.0,22558,41.25,25,1.65,12,12
0.0,22559,1.25,1,1.25,1,1
0.0,22560,1.25,1,1.25,1,1
0.0,22561,21.45,13,1.65,6,6
0.0,22564,2.5,2,1.25,2,2
0.0,22566,0.85,1,0.85,1,1
0.0,22568,3.75,1,3.75,1,1
0.0,22569,26.25,7,3.75,2,2
0.0,22570,22.5,6,3.75,2,2
0.0,22575,5.85,3,1.95,1,1
0.0,22585,15.0,12,1.25,12,12
0.0,22589,5.78,2,2.89,2,2
0.0,22595,10.2,12,0.85,12,12
0.0,22596,15.0,12,1.25,12,12
0.0,22604,7.6499999999999995,3,2.55,1,1
0.0,22605,74.75,5,14.95,1,1
0.0,22606,79.75,5,15.95,1,1
0.0,22607,29.849999999999998,3,9.95,1,1
0.0,22611,14.85,3,4.95,3,3
0.0,22617,74.25,15,4.95,2,2
0.0,22619,11.25,3,3.75,3,3
0.0,22620,4.35,3,1.45,3,3
0.0,22621,6.599999999999998,4,1.6499999999999995,2,2
0.0,22622,119.49999999999996,10,11.949999999999996,2,2
0.0,22623,46.6,8,5.825,2,2
0.0,22624,102.0,12,8.5,1,1
0.0,22625,59.5,7,8.5,2,2
0.0,22626,8.5,1,8.5,1,1
0.0,22627,42.5,5,8.5,2,2
0.0,22628,4.95,1,4.95,1,1
0.0,22629,9.75,5,1.95,5,5
0.0,22630,3.9,2,1.95,1,1
0.0,22632,2.1,1,2.1,1,1
0.0,22633,2.1,1,2.1,1,1
0.0,22635,9.95,1,9.95,1,1
0.0,22644,5.8,4,1.45,4,4
0.0,22645,17.4,12,1.45,12,12
0.0,22646,5.8,4,1.45,4,4
0.0,22651,10.2,12,0.85,12,12
0.0,22652,1.65,1,1.65,1,1
0.0,22653,19.5,10,1.95,10,10
0.0,22654,5.950000000000001,1,5.950000000000001,0,0
0.0,22655,625.0,5,125.0,1,1
0.0,22656,715.0,3,238.33333333333334,1,1
0.0,22659,7.8,4,1.95,1,1
0.0,22660,7.95,1,7.95,1,1
0.0,22663,4.03,2,2.015,1,1
0.0,22664,2.1,1,2.1,1,1
0.0,22665,17.700000000000006,6,2.950000000000001,6,6
0.0,22666,17.700000000000006,6,2.950000000000001,6,6
0.0,22667,8.850000000000003,3,2.950000000000001,3,3
0.0,22669,14.75,5,2.95,5,5
0.0,22670,1.25,1,1.25,1,1
0.0,22672,6.6,4,1.65,4,4
0.0,22674,1.25,1,1.25,1,1
0.0,22676,2.5,2,1.25,2,2
0.0,22677,1.25,1,1.25,1,1
0.0,22679,1.25,1,1.25,1,1
0.0,22685,2.5,2,1.25,2,2
0.0,22688,15.9,2,7.95,2,2
0.0,22690,23.85,3,7.95,1,1
0.0,22691,7.95,1,7.95,1,1
0.0,22692,15.9,2,7.95,1,1
0.0,22694,12.6,6,2.1,6,6
0.0,22696,35.1,18,1.9500000000000002,18,18
0.0,22697,156.35000000000005,53,2.950000000000001,4,4
0.0,22698,168.15000000000006,57,2.950000000000001,5,5
0.0,22699,118.00000000000003,40,2.9500000000000006,5,5
0.0,22720,79.19999999999999,16,4.949999999999999,2,2
0.0,22722,55.3,14,3.9499999999999997,2,2
0.0,22723,15.8,4,3.95,4,4
0.0,22725,33.75,9,3.75,3,3
0.0,22726,3.75,1,3.75,1,1
0.0,22727,52.5,14,3.75,2,2
0.0,22728,15.0,4,3.75,1,1
0.0,22729,3.75,1,3.75,1,1
0.0,22730,3.75,1,3.75,1,1
0.0,22736,16.5,10,1.65,10,10
0.0,22743,11.800000000000004,4,2.950000000000001,2,2
0.0,22744,20.65,7,2.9499999999999997,7,7
0.0,22745,16.8,8,2.1,2,2
0.0,22746,8.4,4,2.1,1,1
0.0,22747,6.300000000000001,3,2.1,1,1
0.0,22748,23.1,11,2.1,2,2
0.0,22749,45.0,12,3.75,3,3
0.0,22750,3.75,1,3.75,1,1
0.0,22751,22.5,6,3.75,6,6
0.0,22752,17.0,2,8.5,1,1
0.0,22756,1.25,1,1.25,1,1
0.0,22758,1.25,1,1.25,1,1
0.0,22759,1.65,1,1.65,1,1
0.0,22760,12.75,1,12.75,1,1
0.0,22761,43.9,2,21.95,1,1
0.0,22766,17.700000000000003,6,2.9500000000000006,3,3
0.0,22768,9.95,1,9.95,1,1
0.0,22769,24.95,1,24.95,1,1
0.0,22773,2.5,2,1.25,2,2
0.0,22775,2.5,2,1.25,1,1
0.0,22776,139.29999999999998,14,9.95,2,2
0.0,22778,7.9,2,3.95,2,2
0.0,22779,34.0,8,4.25,8,8
0.0,22780,8.5,2,4.25,2,2
0.0,22781,15.3,2,7.65,2,2
0.0,22782,89.69999999999999,6,14.949999999999998,2,2
0.0,22784,70.8,16,4.425,5,5
0.0,22786,23.8,4,5.95,4,4
0.0,22789,15.6,8,1.95,8,8
0.0,22791,45.0,36,1.25,36,36
0.0,22794,31.8,4,7.95,2,2
0.0,22795,13.5,2,6.75,2,2
0.0,22796,79.6,8,9.95,2,2
0.0,22799,76.5,9,8.5,9,9
0.0,22802,201.45,11,18.313636363636363,2,2
0.0,22803,39.95,1,39.95,1,1
0.0,22804,47.20000000000001,16,2.9500000000000006,2,2
0.0,22805,2.5,2,1.25,1,1
0.0,22808,5.9,2,2.95,2,2
0.0,22809,5.9,2,2.95,2,2
0.0,22810,5.9,2,2.95,2,2
0.0,22816,5.04,12,0.42,12,12
0.0,22820,7.800000000000002,12,0.6500000000000001,12,12
0.0,22822,47.6,8,5.95,4,4
0.0,22823,880.0,8,110.0,4,4
0.0,22826,1470.0,16,91.875,3,3
0.0,22827,165.0,1,165.0,1,1
0.0,22828,290.0,2,145.0,2,2
0.0,22829,19.9,2,9.95,1,1
0.0,22831,17.700000000000006,6,2.950000000000001,6,6
0.0,22834,2.1,1,2.1,1,1
0.0,22835,53.25,11,4.840909090909091,1,1
0.0,22839,14.95,1,14.95,1,1
0.0,22840,39.75,5,7.95,1,1
0.0,22841,15.9,2,7.95,1,1
0.0,22842,20.25,3,6.75,1,1
0.0,22843,13.5,2,6.75,2,2
0.0,22844,34.0,4,8.5,2,2
0.0,22845,25.4,4,6.35,2,2
0.0,22846,50.849999999999994,3,16.95,1,1
0.0,22847,50.849999999999994,3,16.95,0,0
0.0,22848,16.95,1,16.95,0,0
0.0,22849,33.9,2,16.95,0,0
0.0,22851,1.7,2,0.85,1,1
0.0,22852,17.0,4,4.25,4,4
0.0,22853,19.5,6,3.25,6,6
0.0,22858,3.3,2,1.65,2,2
0.0,22860,1.65,1,1.65,1,1
0.0,22861,1.65,1,1.65,1,1
0.0,22863,17.700000000000006,6,2.950000000000001,6,6
0.0,22865,2.1,1,2.1,1,1
0.0,22866,2.1,1,2.1,1,1
0.0,22867,27.300000000000008,13,2.1000000000000005,6,6
0.0,22876,1.95,1,1.95,1,1
0.0,22881,3.9,2,1.95,2,2
0.0,22890,79.60000000000001,8,9.950000000000001,2,2
0.0,22895,26.0,8,3.25,8,8
0.0,22898,19.5,10,1.95,5,5
0.0,22899,12.6,6,2.1,6,6
0.0,22900,13.0,4,3.25,4,4
0.0,22904,17.700000000000006,6,2.950000000000001,6,6
0.0,22905,5.9,2,2.95,2,2
0.0,22907,17.0,20,0.85,3,3
0.0,22912,4.95,1,4.95,1,1
0.0,22913,4.95,1,4.95,1,1
0.0,22914,14.850000000000001,3,4.95,1,1
0.0,22925,65.45,11,5.95,1,1
0.0,22926,29.75,5,5.95,1,1
0.0,22927,47.6,8,5.95,2,2
0.0,22928,11.9,2,5.95,2,2
0.0,22933,2.95,1,2.95,1,1
0.0,22934,2.95,1,2.95,1,1
0.0,22938,9.75,5,1.95,2,2
0.0,22940,4.25,1,4.25,1,1
0.0,22941,17.0,2,8.5,1,1
0.0,22942,19.95,3,6.6499999999999995,1,1
0.0,22946,16.95,1,16.95,1,1
0.0,22947,33.9,2,16.95,2,2
0.0,22950,1.45,1,1.45,1,1
