CustomerID,Rev,Quantity,B2B
12517.0,2284.890000000001,1338,1
12518.0,1840.8899999999996,1306,1
12519.0,286.84,180,1
12520.0,2294.509999999999,1414,1
12521.0,545.6800000000001,306,1
12522.0,156.72000000000003,192,1
12523.0,1655.5700000000004,856,1
12524.0,3945.72,3669,1
12526.0,1172.6600000000003,624,1
12527.0,330.71000000000004,233,1
12528.0,1634.2800000000002,734,1
12530.0,1461.6299999999997,891,1
12531.0,125.22,45,0
12532.0,313.83,151,1
12534.0,981.1800000000001,645,1
12535.0,716.3500000000001,219,1
12536.0,4151.260000000004,2672,1
12538.0,363.95,191,1
12539.0,5568.349999999995,2067,1
12540.0,11489.039999999994,6612,1
12541.0,841.1800000000002,675,1
12544.0,299.7,130,1
12545.0,832.3899999999999,517,1
12546.0,1001.5000000000002,612,1
12547.0,151.8,132,1
12548.0,67.19999999999999,48,0
12550.0,824.8299999999994,564,1
12551.0,168.0,100,1
12552.0,317.81999999999994,85,1
12553.0,3238.2499999999995,1901,1
12556.0,603.7099999999997,358,1
12557.0,11990.96,4384,1
12558.0,2.6645352591003757e-14,0,0
12559.0,500.21,279,1
12560.0,1885.39,1066,1
12561.0,238.85,177,1
12562.0,3385.740000000002,1757,1
12564.0,402.9000000000001,130,1
12565.0,131.17,75,1
12566.0,292.70000000000005,261,1
12567.0,8322.939999999999,4045,1
12569.0,3128.99,1741,1
12571.0,519.6099999999999,523,1
12572.0,896.7200000000003,444,1
12573.0,160.54,84,1
12574.0,182.45000000000002,59,1
12576.0,1306.9799999999998,964,1
12577.0,591.4500000000003,465,1
12578.0,2361.36,1157,1
12579.0,374.71999999999997,276,1
12580.0,379.7,236,1
12581.0,179.70999999999998,160,1
12582.0,351.3599999999999,296,1
12583.0,6629.339999999994,4978,1
12584.0,1809.9500000000005,351,1
12585.0,1766.809999999999,1246,1
12586.0,179.94,77,1
12587.0,104.0,50,0
12588.0,174.9,52,1
12589.0,574.6800000000001,302,1
12590.0,9338.380000000003,4278,1
12591.0,368.84999999999985,225,1
12592.0,401.59999999999997,288,1
12593.0,382.09999999999997,204,1
12594.0,3208.219999999998,1772,1
12596.0,450.27,468,1
12597.0,3067.130000000001,2165,1
12598.0,2786.679999999998,1928,1
12599.0,888.5800000000004,948,1
12600.0,2311.04,758,1
12601.0,479.56,239,1
12602.0,153.12000000000003,162,1
12603.0,613.1999999999999,56,1
12604.0,236.17999999999995,200,1
12605.0,-7.5,-4,0
12607.0,3.339550858072471e-13,0,0
12609.0,964.8500000000001,639,1
12610.0,1705.9900000000007,1018,1
12611.0,1193.32,846,1
12612.0,607.5900000000001,249,1
12613.0,2966.9799999999977,1582,1
12614.0,315.59999999999997,76,1
12615.0,2093.1900000000005,1365,1
12616.0,585.2500000000001,269,1
12617.0,355.5300000000002,213,1
12618.0,137.31,95,1
12619.0,2908.81,3337,1
12620.0,1303.4099999999999,1179,1
12621.0,12334.070000000002,7333,1
12622.0,162.09999999999997,68,1
12623.0,269.1,189,1
12624.0,569.1300000000001,351,1
12625.0,2362.3199999999997,1563,1
12626.0,5722.349999999997,3313,1
12627.0,4082.5300000000016,2730,1
12628.0,715.6099999999999,442,1
12630.0,1030.8800000000003,542,1
12631.0,480.50000000000017,232,1
12633.0,1906.6299999999997,1136,1
12635.0,1509.1799999999998,1162,1
12637.0,5809.25,2982,1
12638.0,511.69,573,1
12639.0,366.1,198,1
12640.0,994.5799999999999,301,1
12641.0,145.9,71,1
12642.0,905.26,546,1
12643.0,3041.6400000000003,1788,1
12644.0,477.9100000000001,325,1
12645.0,1611.3800000000008,1064,1
12646.0,1346.9700000000003,897,1
12647.0,3093.92,1388,1
12648.0,300.05,159,1
12649.0,549.7099999999999,571,1
12650.0,242.44,250,1
12651.0,114.00000000000003,78,1
12652.0,788.5299999999997,495,1
12653.0,2209.8500000000004,919,1
12654.0,529.98,260,1
12656.0,3550.720000000002,1684,1
12657.0,1008.0599999999998,646,1
12658.0,632.0500000000001,317,1
12659.0,73.68,104,1
12660.0,227.10000000000002,126,1
12662.0,3511.0799999999977,2023,1
12664.0,4391.879999999999,1188,1
12665.0,43.75,35,0
12666.0,-227.44,-56,0
12667.0,460.12999999999994,391,1
12668.0,3113.180000000001,1560,1
12669.0,1427.73,1104,1
12670.0,2734.1499999999996,1377,1
12672.0,225.9,78,1
12673.0,574.52,349,1
12674.0,1793.3100000000002,1095,1
12676.0,1091.39,664,1
12678.0,16291.260000000002,10876,1
12679.0,896.6700000000004,521,1
12680.0,790.81,439,1
12681.0,12309.59,7442,1
12682.0,11028.219999999998,5505,1
12683.0,7357.089999999998,4850,1
12684.0,2073.6299999999997,1973,1
12685.0,2575.0800000000004,1507,1
12686.0,71.14,106,1
12688.0,4873.810000000005,3028,1
12689.0,1139.6100000000001,622,1
12690.0,335.00999999999993,103,1
12691.0,927.8,388,1
12693.0,686.9599999999999,242,1
12694.0,761.6699999999998,503,1
12695.0,582.1,220,1
12697.0,739.0200000000002,494,1
12700.0,4525.990000000006,2944,1
12701.0,725.7099999999999,674,1
12702.0,201.0,52,1
12703.0,256.69999999999993,160,1
12704.0,1740.8400000000001,991,1
12705.0,6328.240000000003,3946,1
12707.0,603.42,256,1
12708.0,2346.3200000000006,1255,1
12709.0,8989.749999999995,3816,1
12710.0,1004.5700000000006,842,1
12712.0,3791.6299999999983,1019,1
12713.0,794.5499999999998,505,1
12714.0,4294.859999999994,3046,1
12715.0,273.86,195,1
12716.0,963.4899999999996,703,1
12717.0,830.98,502,1
12718.0,202.25000000000003,201,1
12719.0,536.0999999999999,357,1
12720.0,5065.280000000004,4618,1
12721.0,2358.9800000000005,1939,1
12722.0,886.33,559,1
12723.0,707.0699999999998,433,1
12724.0,923.41,439,1
12725.0,371.79999999999995,162,1
12726.0,2411.1000000000004,3132,1
12727.0,3425.7000000000007,2056,1
12728.0,728.3299999999998,413,1
12729.0,417.0100000000001,231,1
12731.0,18660.410000000007,8359,1
12732.0,218.2600000000001,110,1
12733.0,383.95,137,1
12734.0,110.39999999999999,88,1
12735.0,689.5699999999998,363,1
12736.0,144.0,168,1
12738.0,137.35,147,1
12739.0,975.5400000000001,485,1
12740.0,427.5999999999999,342,1
12743.0,546.4299999999997,319,1
12744.0,9120.390000000001,5234,1
12747.0,4196.010000000001,1275,1
12748.0,30486.53000000043,23976,1
12749.0,3818.2000000000016,1421,1
12750.0,275.88,137,1
12752.0,4366.779999999999,2262,1
12753.0,21024.010000000002,11250,1
12754.0,3010.74,6481,1
12755.0,2220.7499999999995,867,1
12756.0,112.08000000000001,144,1
12757.0,4184.200000000004,2382,1
12758.0,2791.590000000001,2135,1
12759.0,1411.4400000000007,894,1
12762.0,1702.5200000000004,1220,1
12763.0,494.08,316,1
12764.0,1693.8800000000003,386,1
12766.0,6457.63,3627,1
12769.0,1143.6000000000001,356,1
12770.0,1351.4499999999998,743,1
12772.0,752.4700000000004,551,1
12775.0,1246.2400000000002,846,1
12778.0,693.2299999999999,817,1
12779.0,3868.700000000003,1996,1
12781.0,671.72,592,1
12782.0,1881.3200000000008,1056,1
12783.0,1295.8700000000001,611,1
12784.0,518.42,298,1
12785.0,249.70999999999998,126,1
12787.0,418.65999999999997,258,1
12789.0,76.85000000000001,3,0
12790.0,294.9200000000001,164,1
12791.0,177.60000000000002,96,1
12792.0,344.54,215,1
12793.0,461.48,292,1
12794.0,860.4099999999999,592,1
12795.0,318.4800000000001,64,1
12797.0,166.18,78,1
12798.0,6977.039999999999,5256,1
12802.0,382.58,300,1
12808.0,455.65000000000015,187,1
12809.0,400.36,216,1
12811.0,458.85,227,1
12812.0,229.63999999999993,164,1
12814.0,85.92,48,0
12815.0,863.4599999999999,374,1
12816.0,452.20000000000005,125,1
12817.0,126.03999999999999,52,1
12818.0,1157.8799999999999,914,1
12820.0,942.3399999999999,722,1
12821.0,92.72,70,1
12822.0,918.9799999999999,548,1
12823.0,1759.5,230,1
12824.0,397.11999999999995,232,1
12826.0,1468.1199999999997,1054,1
12827.0,430.15,197,1
12828.0,1018.7100000000003,494,1
12829.0,253.05,375,1
12830.0,6814.640000000001,9848,1
12831.0,215.05,135,1
12832.0,383.03000000000003,195,1
12833.0,417.37999999999994,156,1
12834.0,312.38,110,1
12836.0,2612.8599999999988,1064,1
12837.0,134.1,24,0
12838.0,683.1299999999994,359,1
12839.0,5588.120000000003,3805,1
12840.0,2714.269999999999,1505,1
12841.0,3876.399999999998,2683,1
12842.0,1118.99,547,1
12843.0,1680.76,753,1
12844.0,325.9599999999999,125,1
12845.0,354.09000000000003,204,1
12847.0,871.5399999999998,909,1
12849.0,1033.25,605,1
12851.0,135.17999999999995,109,1
12852.0,299.75,145,1
12853.0,1881.6999999999998,782,1
12854.0,1289.1500000000003,622,1
12855.0,38.1,30,0
12856.0,2162.680000000001,1076,1
12857.0,1106.4000000000003,343,1
12863.0,504.20000000000005,186,1
12864.0,147.12,216,1
12865.0,1548.0699999999993,877,1
12866.0,499.11999999999995,167,1
12867.0,3990.4699999999953,4275,1
12868.0,1607.0600000000009,928,1
12870.0,-14.899999999999999,-2,0
12871.0,380.64000000000004,200,1
12872.0,599.9699999999998,319,1
12873.0,374.0,128,1
12875.0,343.2300000000001,2019,1
12876.0,2053.0199999999995,1930,1
12877.0,1535.7700000000007,1178,1
12878.0,841.6399999999999,536,1
12879.0,552.57,363,1
12881.0,298.0,21,0
12882.0,1463.0399999999995,246,1
12883.0,703.4700000000001,196,1
12884.0,309.05000000000007,43,0
12885.0,1158.2699999999995,654,1
12886.0,1351.0900000000001,761,1
12888.0,313.77,68,1
12890.0,380.46999999999997,259,1
12891.0,331.0,950,1
12893.0,188.14,96,1
12895.0,347.29999999999995,204,1
12897.0,216.5,110,1
12901.0,16316.139999999998,21299,1
12902.0,138.68,66,1
12904.0,509.57999999999976,302,1
12906.0,2919.809999999999,1749,1
12908.0,360.0,600,1
12909.0,2128.83,1270,1
12910.0,3075.0400000000013,1692,1
12912.0,1662.3,670,1
12913.0,2483.6299999999997,1419,1
12915.0,363.65,93,1
12916.0,2982.350000000001,1111,1
12917.0,594.0,120,1
12919.0,1301.4399999999998,668,1
12920.0,164.23000000000002,129,1
12921.0,16389.740000000016,9454,1
12922.0,405.38,370,1
12923.0,175.72,68,1
12924.0,922.0000000000003,479,1
12925.0,694.0499999999998,541,1
12928.0,2062.6999999999994,1472,1
12929.0,105.10000000000001,36,0
12930.0,409.90000000000003,250,1
12931.0,33544.810000000005,23577,1
12933.0,606.2799999999999,498,1
12935.0,2156.4499999999994,1852,1
12936.0,1012.9000000000003,539,1
12937.0,1504.2700000000004,1007,1
12938.0,114.14,140,1
12939.0,11581.8,4876,1
12940.0,876.29,406,1
12942.0,683.9000000000001,203,1
12943.0,-3.75,-1,0
12944.0,604.51,289,1
12945.0,462.95000000000005,165,1
12947.0,1407.29,1157,1
12948.0,2053.7,1077,1
12949.0,4143.020000000001,2363,1
12950.0,1843.0,1380,1
12951.0,1042.0700000000002,500,1
12952.0,1382.8400000000004,652,1
12953.0,329.84999999999997,84,1
12955.0,4734.259999999999,3642,1
12956.0,108.07,34,0
12957.0,3979.0400000000022,2531,1
12962.0,266.39000000000004,129,1
12963.0,1856.6299999999997,881,1
12965.0,771.9099999999996,283,1
12966.0,160.18,75,1
12967.0,1194.7500000000002,243,1
12968.0,135.95,73,1
12970.0,452.23999999999995,310,1
12971.0,10933.759999999998,9204,1
12974.0,144.8,24,0
12976.0,738.6,561,1
12977.0,39.24,12,0
12980.0,7092.06,864,1
12981.0,372.21999999999997,242,1
12982.0,377.2,278,1
12984.0,97.5,26,0
12985.0,1215.6200000000001,1413,1
12987.0,545.0,217,1
12988.0,535.32,136,1
12989.0,6854.509999999997,2915,1
12990.0,409.50000000000006,200,1
12991.0,503.76,405,1
12993.0,414.75999999999993,240,1
12994.0,902.2200000000001,440,1
12995.0,200.72,98,1
12997.0,1197.94,648,1
12999.0,455.8799999999999,342,1
13000.0,534.8500000000001,379,1
13001.0,9797.920000000013,5497,1
13002.0,120.94999999999999,73,1
13003.0,149.05,103,1
13004.0,5613.429999999999,4796,1
13005.0,468.95000000000005,167,1
13006.0,81.57,55,1
13008.0,178.47,115,1
13011.0,50.550000000000004,13,0
13012.0,1316.7200000000007,672,1
13013.0,4786.990000000001,2217,1
13014.0,3365.4300000000003,886,1
13015.0,3346.2800000000016,1617,1
13016.0,789.8899999999996,527,1
13017.0,204.0,48,0
13018.0,7272.749999999996,5434,1
13021.0,2584.3999999999996,1336,1
13023.0,599.9000000000001,280,1
13026.0,943.7699999999998,1587,1
13027.0,6912.0,17280,1
13028.0,659.6800000000001,796,1
13029.0,1247.5,134,1
13030.0,799.4800000000001,394,1
13032.0,996.5199999999999,367,1
13033.0,190.54999999999998,83,1
13034.0,642.77,369,1
13035.0,886.6300000000001,627,1
13037.0,881.07,431,1
13038.0,908.46,360,1
13040.0,676.9900000000001,355,1
13043.0,471.57000000000005,251,1
13044.0,560.4700000000001,429,1
13045.0,305.28,221,1
13046.0,629.31,264,1
13047.0,3089.1000000000013,1355,1
13048.0,1805.9099999999994,1230,1
13049.0,656.6800000000002,268,1
13050.0,5680.860000000003,3706,1
13052.0,348.15000000000003,222,1
13055.0,1201.96,891,1
13058.0,271.4,52,1
13059.0,183.4,35,0
13060.0,307.53000000000003,123,1
13061.0,248.61,107,1
13062.0,346.98,343,1
13064.0,1119.4900000000005,516,1
13065.0,205.85999999999999,74,1
13066.0,430.9000000000001,320,1
13067.0,115.46000000000002,32,0
13068.0,344.0,200,1
13069.0,3717.819999999998,5466,1
13070.0,228.8,110,1
13072.0,177.14999999999998,69,1
13075.0,919.61,485,1
13077.0,729.2700000000001,863,1
13078.0,12432.279999999997,5557,1
13079.0,220.09999999999997,62,1
13080.0,58.08,120,1
13081.0,27972.080000000045,19022,1
13082.0,3595.4800000000005,4313,1
13083.0,303.75,187,1
13085.0,272.38,108,1
13089.0,57385.880000000114,30787,1
13090.0,8674.390000000003,2193,1
13091.0,319.82,450,1
13092.0,459.83,271,1
13093.0,7741.47,3943,1
13094.0,1708.8600000000006,1542,1
13095.0,74.4,144,1
13097.0,5908.269999999993,2342,1
13098.0,28658.880000000012,15911,1
13099.0,207.35999999999999,288,1
13101.0,101.18999999999998,113,1
13102.0,6336.290000000001,4160,1
13103.0,243.94,82,1
13104.0,1098.48,504,1
13106.0,59.5,14,0
13107.0,1524.0700000000004,1288,1
13108.0,350.05999999999995,298,1
13109.0,766.84,514,1
13110.0,1452.8700000000006,384,1
13113.0,10523.650000000007,2601,1
13115.0,2205.6300000000006,1534,1
13116.0,485.19000000000005,290,1
13117.0,984.9099999999996,945,1
13118.0,1124.9999999999993,389,1
13120.0,30.599999999999998,12,0
13121.0,254.7299999999999,227,1
13122.0,922.3900000000002,585,1
13124.0,3866.3299999999977,2147,1
13126.0,2056.29,2130,1
13127.0,259.16999999999996,127,1
13130.0,64.0,32,0
13131.0,1039.2999999999997,443,1
13132.0,77.3,20,0
13133.0,109.80000000000001,32,0
13134.0,1740.6299999999999,1044,1
13135.0,3096.0,4300,1
13136.0,2545.3800000000006,1312,1
13137.0,3650.409999999999,2226,1
13138.0,962.3900000000001,473,1
13139.0,5055.790000000004,2418,1
13140.0,423.71999999999997,186,1
13141.0,2385.7999999999993,1547,1
13142.0,307.0899999999999,258,1
13144.0,110.94999999999999,21,0
13145.0,614.77,142,1
13146.0,228.91,154,1
13147.0,712.8000000000001,144,1
13148.0,3348.4799999999996,1828,1
13149.0,1676.0599999999997,1280,1
13151.0,1250.3700000000003,361,1
13153.0,486.22,418,1
13155.0,971.76,497,1
13157.0,1721.5699999999993,1430,1
13158.0,1201.0600000000004,784,1
13159.0,1379.7500000000007,1045,1
13160.0,91.8,56,1
13161.0,112.75,29,0
13162.0,1644.9899999999996,1663,1
13165.0,1021.4799999999999,1376,1
13166.0,414.69999999999993,214,1
13167.0,779.3300000000002,773,1
13168.0,1310.14,680,1
13169.0,712.88,272,1
13170.0,116.01000000000002,147,1
13171.0,426.8099999999999,227,1
13173.0,353.65000000000003,277,1
13174.0,2813.0300000000007,1394,1
13176.0,492.8400000000001,453,1
13177.0,282.45,91,1
13178.0,5725.470000000003,3570,1
13182.0,121.17999999999999,201,1
13183.0,3957.7800000000016,2208,1
13184.0,1647.7900000000009,1661,1
13185.0,71.4,12,0
13186.0,1539.6900000000003,804,1
13187.0,236.01999999999995,95,1
13188.0,114.60000000000001,25,0
13189.0,260.68,842,1
13192.0,911.9400000000002,595,1
13193.0,117.88000000000001,50,0
13194.0,60.7,26,0
13196.0,1797.78,1224,1
13198.0,3384.0899999999974,2645,1
13199.0,9788.960000000003,6171,1
13200.0,870.09,516,1
13203.0,869.4599999999999,800,1
13207.0,250.26000000000002,130,1
13208.0,1199.4199999999998,768,1
13209.0,5820.16,4232,1
13210.0,353.47999999999996,316,1
13211.0,1197.4199999999998,874,1
13212.0,780.5799999999998,309,1
13213.0,1518.4300000000003,1357,1
13216.0,333.74,297,1
13217.0,133.62000000000003,114,1
13218.0,62.64,88,1
13220.0,819.29,196,1
13221.0,844.8600000000001,243,1
13223.0,163.20000000000002,88,1
13224.0,2147.8499999999995,1509,1
13225.0,6083.040000000002,3352,1
13226.0,108.21000000000001,80,1
13227.0,257.7,99,1
13228.0,358.0,200,1
13229.0,160.95,63,1
13230.0,2763.4100000000008,1544,1
13232.0,1357.0000000000016,776,1
13233.0,605.1200000000001,1004,1
13235.0,1031.0699999999997,441,1
13236.0,727.2700000000001,411,1
13238.0,680.8300000000002,296,1
13239.0,329.56,363,1
13240.0,648.7000000000002,297,1
13242.0,270.40000000000003,130,1
13243.0,600.07,233,1
13244.0,121.74000000000001,38,0
13245.0,430.5,125,1
13246.0,1922.1000000000008,1552,1
13247.0,501.12,328,1
13248.0,465.6799999999999,305,1
13249.0,711.41,546,1
13253.0,1030.3999999999999,1572,1
13255.0,390.65999999999997,174,1
13256.0,0.0,12540,1
13258.0,698.5799999999999,287,1
13259.0,292.3199999999999,132,1
13260.0,557.6200000000001,142,1
13261.0,944.1,210,1
13262.0,200.29000000000002,125,1
13263.0,7428.849999999957,4773,1
13265.0,2107.6600000000008,1752,1
13266.0,3717.6699999999996,4299,1
13267.0,4404.440000000001,1939,1
13268.0,3145.599999999999,3559,1
13269.0,5315.919999999999,3509,1
13270.0,590.0,200,1
13271.0,178.25999999999988,181,1
13272.0,276.56000000000006,96,1
13273.0,138.97999999999996,153,1
13276.0,590.93,161,1
13277.0,258.4,176,1
13278.0,542.73,537,1
13279.0,126.3,70,1
13280.0,814.8600000000001,522,1
13282.0,1047.84,289,1
13283.0,93.66,90,1
13284.0,196.15,79,1
13285.0,2709.1200000000003,2051,1
13291.0,361.10999999999996,233,1
13292.0,578.9399999999999,347,1
13294.0,873.7399999999998,453,1
13295.0,197.95,81,1
13296.0,87.4,78,1
13297.0,2089.8500000000004,963,1
13298.0,360.0,96,1
13299.0,142.5,30,0
13300.0,365.2900000000001,201,1
13301.0,600.1899999999999,343,1
13302.0,63.75,5,0
13304.0,300.4199999999999,238,1
13305.0,2000.8599999999992,1232,1
13307.0,15.0,4,0
13308.0,1367.6100000000001,840,1
13309.0,1456.7899999999993,1544,1
13310.0,1083.63,575,1
13311.0,598.57,305,1
13313.0,1555.3199999999993,851,1
13314.0,578.6600000000001,484,1
13316.0,5977.730000000001,6948,1
13317.0,2140.0699999999993,1003,1
13318.0,640.76,304,1
13319.0,10664.33999999999,4686,1
13320.0,1491.7000000000003,1066,1
13321.0,567.36,372,1
13322.0,199.48,117,1
13323.0,787.85,175,1
13324.0,7072.799999999994,5200,1
13325.0,675.3,240,1
13327.0,3617.5699999999983,1588,1
13328.0,1308.48,680,1
13329.0,740.3999999999999,427,1
13330.0,1140.9299999999996,751,1
13332.0,350.9,179,1
13334.0,3536.819999999998,1774,1
13336.0,795.12,559,1
13338.0,381.82,246,1
13339.0,860.1200000000002,326,1
13340.0,10736.47999999999,5770,1
13341.0,775.8499999999999,301,1
13343.0,253.93,125,1
13344.0,2543.720000000002,971,1
13345.0,327.6,138,1
13347.0,291.36,204,1
13348.0,233.76,136,1
13349.0,197.31999999999996,224,1
13350.0,810.7199999999998,282,1
13351.0,323.94,116,1
13352.0,339.2800000000001,314,1
13354.0,743.5300000000003,604,1
13355.0,674.7,314,1
13356.0,768.2400000000001,325,1
13357.0,609.9500000000002,322,1
13358.0,389.03000000000003,284,1
13359.0,381.25999999999993,158,1
13362.0,3085.4899999999984,1379,1
13363.0,892.5000000000002,708,1
13364.0,2.1316282072803006e-14,0,0
13365.0,2191.220000000001,1238,1
13366.0,56.160000000000004,144,1
13368.0,573.4,326,1
13369.0,213.75000000000003,126,1
13370.0,721.3200000000003,336,1
13372.0,328.64,158,1
13373.0,3312.2500000000005,1651,1
13375.0,772.8999999999997,441,1
13376.0,869.7600000000002,490,1
13379.0,572.5599999999997,601,1
13381.0,3626.8100000000004,2027,1
13382.0,222.99,131,1
13384.0,4122.28,2415,1
13385.0,534.5700000000002,281,1
13388.0,627.1500000000001,281,1
13389.0,797.96,429,1
13390.0,544.0799999999999,224,1
13391.0,59.8,4,0
13394.0,2318.2999999999997,2216,1
13395.0,307.72,336,1
13396.0,1325.2899999999997,592,1
13397.0,1539.1799999999998,429,1
13398.0,457.3400000000001,281,1
13402.0,621.2300000000002,479,1
13403.0,75.0,44,0
13404.0,252.48999999999998,111,1
13405.0,557.4499999999999,163,1
13408.0,27888.379999999983,16128,1
13410.0,988.9100000000001,513,1
13411.0,213.55000000000004,72,1
13414.0,1390.5,1574,1
13416.0,712.5000000000001,142,1
13417.0,640.83,162,1
13418.0,5845.439999999999,3839,1
13419.0,221.05999999999995,275,1
13420.0,140.35,88,1
13421.0,1838.4799999999993,1155,1
13422.0,2601.5500000000006,1321,1
13425.0,1624.2099999999998,1123,1
13426.0,3558.3199999999974,2225,1
13427.0,582.6,545,1
13428.0,218.46999999999994,156,1
13429.0,1006.8000000000001,1390,1
13430.0,652.0699999999999,739,1
13431.0,1269.0999999999995,672,1
13434.0,534.24,300,1
13435.0,3794.49,2125,1
13436.0,196.88999999999996,76,1
13437.0,3408.0599999999995,1283,1
13439.0,283.71,242,1
13441.0,296.64000000000004,204,1
13447.0,1104.2300000000002,577,1
13448.0,3465.6700000000023,1638,1
13449.0,291.88,222,1
13450.0,2043.7200000000003,1982,1
13451.0,2916.45,2143,1
13452.0,590.0,2,0
13453.0,356.98,134,1
13455.0,1007.3499999999997,345,1
13456.0,1737.8199999999997,756,1
13458.0,9537.919999999998,5460,1
13460.0,183.44,286,1
13461.0,1445.0000000000002,1170,1
13462.0,143.25,61,1
13464.0,674.6800000000002,403,1
13466.0,297.95000000000005,258,1
13467.0,1083.71,584,1
13468.0,5656.750000000002,2581,1
13470.0,165.0,100,1
13471.0,2531.579999999998,1590,1
13473.0,417.53999999999996,260,1
13474.0,229.58999999999997,132,1
13475.0,1431.7800000000009,1012,1
13476.0,1092.7699999999998,414,1
13477.0,1441.529999999999,1018,1
13479.0,291.0,133,1
13481.0,1776.809999999999,1127,1
13482.0,184.64,116,1
13483.0,140.34000000000003,160,1
13484.0,313.79999999999995,44,0
13485.0,454.24,277,1
13486.0,1122.4099999999999,669,1
13487.0,575.4000000000001,265,1
13488.0,8910.609999999999,4512,1
13489.0,449.52,560,1
13491.0,1215.82,903,1
